id,formattedAddress,addressLine1,addressLine2,city,state,zipCode,county,latitude,longitude,propertyType,bedrooms,bathrooms,squareFootage,lotSize,yearBuilt,status,price,listingType,listedDate,removedDate,createdDate,lastSeenDate,daysOnMarket,mlsName,mlsNumber,listingAgent,listingOffice,history,hoa
"2222-Silver-Pines-Pl,---902,-Orlando,-FL-32808","2222 Silver Pines Pl, # 902, Orlando, FL 32808",2222 Silver Pines Pl,# 902,Orlando,FL,32808,Orange,28.574097,-81.456309,Condo,3.0,2.5,1472.0,802.0,1972.0,Active,164900,Standard,2024-07-03T00:00:00.000Z,,2022-07-15T09:00:42.830Z,2025-04-25T13:48:32.156Z,297,StellarMLS,O6219448,"{'name': 'Flavio Vieira De Melo', 'phone': '4074705008', 'email': 'flavio@bbgrouprealty.com', 'website': 'http://www.bbgrouprealty.com'}","{'name': 'BB GROUP REALTY CORP', 'phone': '4076247625', 'email': 'flaviom@live.com'}","{'2024-07-03': {'event': 'Sale Listing', 'price': 164900, 'listingType': 'Standard', 'listedDate': '2024-07-03T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 297}}",{'fee': 569}
"4934-Samoa-Cir,---7,-Orlando,-FL-32808","4934 Samoa Cir, # 7, Orlando, FL 32808",4934 Samoa Cir,# 7,Orlando,FL,32808,Orange,28.60198,-81.437625,Condo,3.0,2.5,1872.0,2306.0,1980.0,Active,280000,Standard,2024-07-19T00:00:00.000Z,,2023-10-27T00:00:00.000Z,2025-04-25T13:48:32.124Z,281,StellarMLS,O6225005,"{'name': 'Greg Blackall', 'phone': '4804625392', 'email': 'homes@opendoor.com', 'website': 'http://opendoor.com/'}","{'name': 'Opendoor Brokerage, LLC', 'phone': '4804625392', 'email': 'homes@opendoor.com', 'website': 'https://www.opendoor.com/'}","{'2024-07-19': {'event': 'Sale Listing', 'price': 280000, 'listingType': 'Standard', 'listedDate': '2024-07-19T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 281}}",{'fee': 730}
"5920-Norvale-Ct,-Orlando,-FL-32808","5920 Norvale Ct, Orlando, FL 32808",5920 Norvale Ct,,Orlando,FL,32808,Orange,28.606526,-81.461126,Single Family,4.0,2.0,1684.0,9496.0,1988.0,Active,339997,Standard,2024-08-08T00:00:00.000Z,,2021-12-31T12:47:34.694Z,2025-04-25T13:47:17.813Z,261,StellarMLS,O6230653,{'name': 'Tyra Goodrich'},"{'name': 'Coldwell Banker Realty', 'phone': '4076471211', 'email': 'lois.rawson@floridamoves.com', 'website': 'https://www.coldwellbankerhomes.com//fl/winter-park/office/winter-park/oid_1206/'}","{'2024-08-08': {'event': 'Sale Listing', 'price': 339997, 'listingType': 'Standard', 'listedDate': '2024-08-08T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 261}}",{'fee': 33}
"4165-Player-Cir,---528,-Orlando,-FL-32808","4165 Player Cir, # 528, Orlando, FL 32808",4165 Player Cir,# 528,Orlando,FL,32808,Orange,28.591022,-81.431225,Condo,1.0,1.5,838.0,5584.0,1974.0,Active,140000,Standard,2024-08-20T00:00:00.000Z,,2024-08-21T00:00:00.000Z,2025-04-25T13:47:17.802Z,249,StellarMLS,O6234349,"{'name': 'Austin Brown', 'phone': '3347912069', 'email': 'brownbrokeragefl@gmail.com', 'website': 'www.brownbrokerage.com'}","{'name': 'Brown Brokerage Llc', 'phone': '3347912069', 'email': 'brownbrokeragefl@gmail.com', 'website': 'http://www.brownbrokerage.com'}","{'2024-08-20': {'event': 'Sale Listing', 'price': 140000, 'listingType': 'Standard', 'listedDate': '2024-08-20T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 249}}",{'fee': 640}
"5230-Clarion-Oaks-Dr,-Orlando,-FL-32808","5230 Clarion Oaks Dr, Orlando, FL 32808",5230 Clarion Oaks Dr,,Orlando,FL,32808,Orange,28.60586,-81.448205,Single Family,3.0,2.0,1302.0,7700.0,1991.0,Active,285000,Standard,2024-08-20T00:00:00.000Z,,2024-08-21T00:00:00.000Z,2025-04-25T13:47:17.785Z,249,StellarMLS,S5110671,"{'name': 'Jennifer Ellison', 'phone': '9785495698', 'email': 'jellisonsellshomes@gmail.com', 'website': 'https://jellisonsellshomes.com/'}","{'name': 'La Rosa Realty Llc', 'phone': '3219393748', 'email': 'joe@larosadev.com', 'website': 'larosarealty.com'}","{'2024-08-20': {'event': 'Sale Listing', 'price': 285000, 'listingType': 'Standard', 'listedDate': '2024-08-20T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 249}}",{'fee': 26}
"3970-Versailles-Dr,-Orlando,-FL-32808","3970 Versailles Dr, Orlando, FL 32808",3970 Versailles Dr,,Orlando,FL,32808,Orange,28.601124,-81.427803,Condo,3.0,2.0,1348.0,6868.0,1982.0,Active,169900,Standard,2024-08-30T00:00:00.000Z,,2024-08-31T00:00:00.000Z,2025-04-25T13:46:03.930Z,239,StellarMLS,O6237062,,"{'name': 'Coldwell Banker Realty', 'phone': '4073521040', 'email': 'andre.williamson@floridamoves.com', 'website': 'https://www.coldwellbankerhomes.com//fl/orlando/office/southwest-orlando/oid_978/'}","{'2024-08-30': {'event': 'Sale Listing', 'price': 169900, 'listingType': 'Standard', 'listedDate': '2024-08-30T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 239}}",{'fee': 302}
"4099-Dijon-Dr,-Orlando,-FL-32808","4099 Dijon Dr, Orlando, FL 32808",4099 Dijon Dr,,Orlando,FL,32808,Orange,28.602259,-81.429696,Condo,2.0,2.0,1165.0,9121.0,1982.0,Active,130000,Standard,2024-08-30T00:00:00.000Z,,2023-11-09T00:00:00.000Z,2025-04-25T13:46:03.925Z,239,StellarMLS,O6237448,"{'name': 'Pooshi Rajaie', 'phone': '4076184042', 'email': 'pooya.rajaiee@gmail.com'}","{'name': 'CENTURY 21 Carioti', 'phone': '4075060098', 'email': 'alcariotic21@gmail.com'}","{'2024-08-30': {'event': 'Sale Listing', 'price': 130000, 'listingType': 'Standard', 'listedDate': '2024-08-30T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 239}}",{'fee': 375}
"4559-Oak-Arbor-Cir,-Orlando,-FL-32808","4559 Oak Arbor Cir, Orlando, FL 32808",4559 Oak Arbor Cir,,Orlando,FL,32808,Orange,28.612088,-81.437835,Townhouse,2.0,2.0,984.0,5682.0,1989.0,Active,245900,Standard,2024-08-27T00:00:00.000Z,,2024-08-28T00:00:00.000Z,2025-04-25T13:46:03.842Z,242,StellarMLS,O6236403,"{'name': 'Valerie Thomas', 'phone': '4072561133', 'email': 'kthomas0708@bellsouth.net'}","{'name': 'Legacy Cornerstone Inc', 'phone': '4076745601', 'email': 'socrate@allcountyppm.com'}","{'2024-08-27': {'event': 'Sale Listing', 'price': 245900, 'listingType': 'Standard', 'listedDate': '2024-08-27T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 242}}",{'fee': 338}
"4100-Dijon-Dr,-Orlando,-FL-32808","4100 Dijon Dr, Orlando, FL 32808",4100 Dijon Dr,,Orlando,FL,32808,Orange,28.601609,-81.42963,Condo,2.0,2.0,1165.0,9121.0,1982.0,Active,124000,Standard,2024-08-29T00:00:00.000Z,,2023-11-09T00:00:00.000Z,2025-04-25T13:46:03.831Z,240,StellarMLS,O6237190,"{'name': 'Pooshi Rajaie', 'phone': '4076184042', 'email': 'pooya.rajaiee@gmail.com'}","{'name': 'CENTURY 21 Carioti', 'phone': '4075060098', 'email': 'alcariotic21@gmail.com'}","{'2024-08-29': {'event': 'Sale Listing', 'price': 124000, 'listingType': 'Standard', 'listedDate': '2024-08-29T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 240}}",{'fee': 375}
"4009-Shannon-Brown-Dr,-Orlando,-FL-32808","4009 Shannon Brown Dr, Orlando, FL 32808",4009 Shannon Brown Dr,,Orlando,FL,32808,Orange,28.594281,-81.436993,Townhouse,2.0,2.5,1272.0,1116.0,1981.0,Active,229900,Standard,2024-09-10T00:00:00.000Z,,2024-09-11T00:00:00.000Z,2025-04-25T13:46:03.789Z,228,StellarMLS,S5112015,"{'name': 'Maria Genao-santos', 'phone': '4075526355', 'email': 'marias.vitalrealty@gmail.com', 'website': 'http://www.vitalrealtygroupinc.com'}","{'name': 'VITAL REALTY GROUP INC', 'phone': '4077919906', 'email': 'customerservice.vitalrealty@gmail.com', 'website': 'http://www.vitalrealtygroupinc.com/'}","{'2024-09-10': {'event': 'Sale Listing', 'price': 229900, 'listingType': 'Standard', 'listedDate': '2024-09-10T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 228}}",{'fee': 140}
"5400-Fox-Briar-Trl,-Orlando,-FL-32808","5400 Fox Briar Trl, Orlando, FL 32808",5400 Fox Briar Trl,,Orlando,FL,32808,Orange,28.607229,-81.466608,Single Family,4.0,2.0,1183.0,13504.0,1975.0,Active,359900,Standard,2024-09-26T00:00:00.000Z,,2024-09-27T00:00:00.000Z,2025-04-25T13:44:24.449Z,212,StellarMLS,O6244847,"{'name': 'Chandra Maharaj', 'phone': '4074379754', 'email': 'chandravmaharaj@gmail.com'}","{'name': 'LA ROSA REALTY LAKE NONA INC', 'phone': '4072706841', 'email': 'norkisny@gmail.com', 'website': 'joinlarosalakenona.com'}","{'2024-09-26': {'event': 'Sale Listing', 'price': 359900, 'listingType': 'Standard', 'listedDate': '2024-09-26T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 212}}",
"5302-S-Pine-Hill-Cir,-Orlando,-FL-32808","5302 S Pine Hill Cir, Orlando, FL 32808",5302 S Pine Hill Cir,,Orlando,FL,32808,Orange,28.592953,-81.452975,Land,,,,20038.0,,Active,99000,Standard,2024-10-07T00:00:00.000Z,,2021-03-06T07:56:11.751Z,2025-04-25T13:42:35.646Z,201,StellarMLS,OM687263,"{'name': 'Jean Albert', 'phone': '3523471066', 'email': 'jalbert@aaronexodus.com'}","{'name': 'Marion Oaks Realty & Prop Man Corp', 'phone': '3523471066', 'email': 'ivette.garcia@marionoaksrealty.com', 'website': 'http://www.marionoaksrealty.com'}","{'2024-10-07': {'event': 'Sale Listing', 'price': 99000, 'listingType': 'Standard', 'listedDate': '2024-10-07T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 201}}",
"6233-Balboa-Dr,-Orlando,-FL-32808","6233 Balboa Dr, Orlando, FL 32808",6233 Balboa Dr,,Orlando,FL,32808,Orange,28.560176,-81.466879,Single Family,3.0,2.0,1320.0,8371.0,1957.0,Active,259000,Standard,2024-10-16T00:00:00.000Z,,2024-10-16T00:00:00.000Z,2025-04-25T13:42:35.631Z,192,StellarMLS,O6249395,"{'name': 'Efrain Reyes', 'phone': '4073521040', 'email': 'efrain.reyes@floridamoves.com', 'website': 'https://teamreyescbflorida.com'}","{'name': 'Coldwell Banker Realty', 'phone': '4073521040', 'email': 'andre.williamson@floridamoves.com', 'website': 'https://www.coldwellbankerhomes.com//fl/orlando/office/southwest-orlando/oid_978/'}","{'2024-10-16': {'event': 'Sale Listing', 'price': 259000, 'listingType': 'Standard', 'listedDate': '2024-10-16T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 192}}",
"3727-S-Lake-Orlando-Pkwy,-Unit-4,-Orlando,-FL-32808","3727 S Lake Orlando Pkwy, Unit 4, Orlando, FL 32808",3727 S Lake Orlando Pkwy,Unit 4,Orlando,FL,32808,Orange,28.593628,-81.423698,Condo,2.0,1.5,1021.0,422096.0,1985.0,Active,190000,Standard,2024-10-14T00:00:00.000Z,,2024-05-14T00:00:00.000Z,2025-04-25T13:42:35.618Z,194,StellarMLS,S5113815,"{'name': 'Maigualida Palacios', 'phone': '4078600698', 'email': 'maiguarp@gmail.com'}","{'name': 'Agent Trust Realty Corporation', 'phone': '3526887022', 'email': 'agenttrustrealty@gmail.com', 'website': 'www.hernandocountymlssearch.com'}","{'2024-10-14': {'event': 'Sale Listing', 'price': 190000, 'listingType': 'Standard', 'listedDate': '2024-10-14T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 194}}",{'fee': 315}
"1300-Mercy-Dr,-Orlando,-FL-32808","1300 Mercy Dr, Orlando, FL 32808",1300 Mercy Dr,,Orlando,FL,32808,Orange,28.55817,-81.430803,Single Family,3.0,1.0,918.0,5827.0,1957.0,Active,235000,Standard,2024-10-21T00:00:00.000Z,,2024-10-22T00:00:00.000Z,2025-04-25T13:42:35.571Z,187,StellarMLS,O6249846,"{'name': 'Leslie Nelson', 'phone': '3527026476', 'email': 'leslie.nelson@opendoor.com'}","{'name': 'OPEN EXCHANGE BROKERAGE LLC', 'phone': '6096492700', 'email': 'brokers@mainstay.io'}","{'2024-10-21': {'event': 'Sale Listing', 'price': 235000, 'listingType': 'Standard', 'listedDate': '2024-10-21T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 187}}",
"4663-Montauk-St,-Orlando,-FL-32808","4663 Montauk St, Orlando, FL 32808",4663 Montauk St,,Orlando,FL,32808,Orange,28.591177,-81.44307,Single Family,3.0,2.0,1548.0,8514.0,1973.0,Active,320000,Standard,2024-10-22T00:00:00.000Z,,2024-10-23T00:00:00.000Z,2025-04-25T13:39:52.079Z,186,StellarMLS,O6251329,"{'name': 'George Smith', 'phone': '4077608204', 'email': 'smitty@mastersrealty.com'}","{'name': 'KENNEDY REALTY GROUP LLC', 'phone': '4075906192', 'email': 'shawn@thekennedyrealtygroup.com'}","{'2024-10-22': {'event': 'Sale Listing', 'price': 320000, 'listingType': 'Standard', 'listedDate': '2024-10-22T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 186}}",
"5631-La-Joya-Ct,-Orlando,-FL-32808","5631 La Joya Ct, Orlando, FL 32808",5631 La Joya Ct,,Orlando,FL,32808,Orange,28.600923,-81.457813,Single Family,3.0,2.0,1234.0,5248.0,1994.0,Active,320000,Standard,2024-10-24T00:00:00.000Z,,2024-08-24T00:00:00.000Z,2025-04-25T13:39:52.069Z,184,StellarMLS,O6251850,"{'name': 'Ian J Trumbach Team', 'phone': '7542453942', 'email': 'iantrumbach@aol.com', 'website': 'http://www.floridaprestigioushomes.com'}","{'name': 'Florida Prestigious Homes Inc', 'phone': '7542462070', 'email': 'iantrumbach@aol.com', 'website': 'www.floridaprestigioushomes.co'}","{'2024-08-23': {'event': 'Sale Listing', 'price': 325000, 'listingType': 'Standard', 'listedDate': '2024-08-23T00:00:00.000Z', 'removedDate': '2024-10-19T00:00:00.000Z', 'daysOnMarket': 57}, '2024-10-24': {'event': 'Sale Listing', 'price': 320000, 'listingType': 'Standard', 'listedDate': '2024-10-24T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 184}}",{'fee': 20}
"4229-South-Lake-Orlando-Pkwy,---133,-Orlando,-FL-32808","4229 South Lake Orlando Pkwy, # 133, Orlando, FL 32808",4229 South Lake Orlando Pkwy,# 133,Orlando,FL,32808,Orange,28.589959,-81.431843,Condo,2.0,2.5,1299.0,783.0,1979.0,Active,199000,Standard,2024-11-02T00:00:00.000Z,,2024-08-22T00:00:00.000Z,2025-04-25T13:39:52.050Z,175,StellarMLS,O6254397,"{'name': 'Andre Leirias', 'phone': '4076471211', 'email': 'andre.leirias@hotmail.com', 'website': 'https://www.coldwellbankerhomes.com/fl/winter-park/agent/andre-leirias/aid_222889/'}","{'name': 'GOLDEN DOOR REALTY', 'phone': '4077487262', 'email': 'andredsl02@yahoo.com.br'}","{'2024-11-02': {'event': 'Sale Listing', 'price': 199000, 'listingType': 'Standard', 'listedDate': '2024-11-02T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 175}}",{'fee': 190}
"5532-Valley-Oak-Rd,-Orlando,-FL-32808","5532 Valley Oak Rd, Orlando, FL 32808",5532 Valley Oak Rd,,Orlando,FL,32808,Orange,28.582128,-81.45746,Single Family,4.0,2.0,1835.0,8792.0,1966.0,Active,399900,Standard,2024-10-31T00:00:00.000Z,,2024-11-01T00:00:00.000Z,2025-04-25T13:39:52.046Z,177,StellarMLS,O6253862,"{'name': 'William Jusme', 'phone': '4073836181', 'email': 'jusme@mrcteams.com'}","{'name': 'Millennium Realty Center Llc', 'phone': '4078438996', 'email': 'jusme@mrcteams.com'}","{'2024-10-31': {'event': 'Sale Listing', 'price': 399900, 'listingType': 'Standard', 'listedDate': '2024-10-31T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 177}}",
"2319-Continental-Blvd,-Orlando,-FL-32808","2319 Continental Blvd, Orlando, FL 32808",2319 Continental Blvd,,Orlando,FL,32808,Orange,28.575861,-81.434754,Single Family,3.0,1.5,1032.0,8625.0,1970.0,Active,295000,Standard,2024-10-26T00:00:00.000Z,,2024-10-27T00:00:00.000Z,2025-04-25T13:39:52.041Z,182,StellarMLS,O6250933,"{'name': 'Lou Forges', 'phone': '4075927710', 'email': 'lforges@gmail.com', 'website': 'http://www.forgesrealtygroup.com'}","{'name': 'VALIANT REALTY GROUP LLC', 'phone': '4076540041', 'email': 'lou@valiantrealtygrp.com'}","{'2024-10-26': {'event': 'Sale Listing', 'price': 295000, 'listingType': 'Standard', 'listedDate': '2024-10-26T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 182}}",
"1542-Hudson-Ct,-Orlando,-FL-32808","1542 Hudson Ct, Orlando, FL 32808",1542 Hudson Ct,,Orlando,FL,32808,Orange,28.560195,-81.462429,Single Family,3.0,2.0,1317.0,,1956.0,Active,249000,Standard,2024-11-04T00:00:00.000Z,,2024-11-05T00:00:00.000Z,2025-04-25T13:39:51.996Z,173,BeachesMLSFlex,RX-11033988,"{'name': 'Nicholas Taplett', 'email': 'ntaplett@sutterandnugent.com'}","{'name': 'Sutter & Nugent Inc', 'phone': '5612497266', 'email': 'sutter.nugent@aol.com'}","{'2024-11-04': {'event': 'Sale Listing', 'price': 249000, 'listingType': 'Standard', 'listedDate': '2024-11-04T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 173}}",
"5900-Judy-Dee-Dr,-Orlando,-FL-32808","5900 Judy Dee Dr, Orlando, FL 32808",5900 Judy Dee Dr,,Orlando,FL,32808,Orange,28.569349,-81.461442,Single Family,3.0,2.0,1275.0,10454.0,1959.0,Active,280000,Standard,2024-11-14T00:00:00.000Z,,2024-11-14T00:00:00.000Z,2025-04-25T13:39:36.113Z,163,StellarMLS,O6256883,"{'name': 'Rose Gachette', 'email': 'rmg0328@msn.com'}","{'name': 'LA ROSA REALTY ORLANDO LLC', 'phone': '3213948827', 'email': 'reyzapata14@gmail.com'}","{'2024-11-14': {'event': 'Sale Listing', 'price': 280000, 'listingType': 'Standard', 'listedDate': '2024-11-14T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 163}}",
