id,formattedaddress,addressline1,addressline2,city,state,zipcode,county,latitude,longitude,propertytype,lotsize,status,price,listeddate,daysonmarket,bedrooms,bathrooms,squarefootage,yearbuilt,log_price
"8421-S-Orange-Blossom-Trl,-Ste-433,-Orlando,-FL-32809","8421 S Orange Blossom Trl, Ste 433, Orlando, FL 32809",8421 S Orange Blossom Trl,Ste 433,Orlando,FL,32809,Orange,28.442501,-81.401115,condo,436.0,Active,82000,2024-12-12T00:00:00.000Z,135,1.0,1.0,351.0,1990.0,11.314486721293981
"1210-Southstation-Pl,---202,-Orlando,-FL-32809","1210 Southstation Pl, # 202, Orlando, FL 32809",1210 Southstation Pl,# 202,Orlando,FL,32809,Orange,28.45488853,-81.36365655,condo,8253.0,Active,365000,2025-01-07T00:00:00.000Z,109,3.0,2.0,1144.0,2024.0,12.807655372286902
"1610-Conway-Isle-Cir,-Belle-Isle,-FL-32809","1610 Conway Isle Cir, Belle Isle, FL 32809",1610 Conway Isle Cir,,Belle Isle,FL,32809,Orange,28.477205,-81.361604,single_family,13068.0,Active,1075000,2025-01-09T00:00:00.000Z,107,5.0,5.0,3516.0,2003.0,13.887832149776026
"1108-Evangeline-Ave,-Orlando,-FL-32809","1108 Evangeline Ave, Orlando, FL 32809",1108 Evangeline Ave,,Orlando,FL,32809,Orange,28.455066,-81.393054,single_family,8590.0,Active,337900,2025-01-09T00:00:00.000Z,107,3.0,1.0,1365.0,1960.0,12.730508232153463
"1413-Evangeline-Ave,-Orlando,-FL-32809","1413 Evangeline Ave, Orlando, FL 32809",1413 Evangeline Ave,,Orlando,FL,32809,Orange,28.455256,-81.396001,single_family,10019.0,Active,385000,2025-01-13T00:00:00.000Z,103,3.0,1.5,1392.0,1959.0,12.861001210669146
"402-Oak-Lynn-Dr,-Orlando,-FL-32809","402 Oak Lynn Dr, Orlando, FL 32809",402 Oak Lynn Dr,,Orlando,FL,32809,Orange,28.482584,-81.370464,single_family,10890.0,Active,429900,2025-01-14T00:00:00.000Z,102,4.0,2.0,1870.0,1959.0,12.971310228604022
"8421-S-Orange-Blossom-Trl,-Ste-321,-Orlando,-FL-32809","8421 S Orange Blossom Trl, Ste 321, Orlando, FL 32809",8421 S Orange Blossom Trl,Ste 321,Orlando,FL,32809,Orange,28.442579,-81.400955,condo,436.0,Active,90000,2025-01-14T00:00:00.000Z,102,1.0,1.0,351.0,1990.0,11.407576060361786
"8421-S-Orange-Blossom-Trl,-Ste-441,-Orlando,-FL-32809","8421 S Orange Blossom Trl, Ste 441, Orlando, FL 32809",8421 S Orange Blossom Trl,Ste 441,Orlando,FL,32809,Orange,28.442498,-81.401501,condo,436.0,Active,100000,2025-01-20T00:00:00.000Z,96,1.0,1.0,351.0,2000.0,11.51293546492023
"1203-Marlowe-Ave,-Orlando,-FL-32809","1203 Marlowe Ave, Orlando, FL 32809",1203 Marlowe Ave,,Orlando,FL,32809,Orange,28.461533,-81.393791,single_family,8164.0,Active,389900,2025-01-29T00:00:00.000Z,87,3.0,2.0,1570.0,1963.0,12.873648139727594
"5416-Parkway-Dr,-Belle-Isle,-FL-32809","5416 Parkway Dr, Belle Isle, FL 32809",5416 Parkway Dr,,Belle Isle,FL,32809,Orange,28.483288,-81.35352,single_family,7500.0,Active,450000,2025-01-24T00:00:00.000Z,92,3.0,1.0,975.0,1953.0,13.017005083966255
"5413-Hansel-Ave,-Apt-K10,-Orlando,-FL-32809","5413 Hansel Ave, Apt K10, Orlando, FL 32809",5413 Hansel Ave,Apt K10,Orlando,FL,32809,Orange,28.480561,-81.370306,condo,10019.0,Active,209900,2025-01-30T00:00:00.000Z,86,2.0,2.0,994.0,1970.0,12.254391269970792
"5405-Hansel-Ave,-Apt-G9,-Orlando,-FL-32809","5405 Hansel Ave, Apt G9, Orlando, FL 32809",5405 Hansel Ave,Apt G9,Orlando,FL,32809,Orange,28.481161,-81.370697,condo,6281.0,Active,179999,2025-02-07T00:00:00.000Z,78,1.0,1.0,730.0,1970.0,12.100712129872347
"801-W-Lancaster-Rd,---92,-Orlando,-FL-32809","801 W Lancaster Rd, # 92, Orlando, FL 32809",801 W Lancaster Rd,# 92,Orlando,FL,32809,Orange,28.466631,-81.388081,condo,5353.0,Active,140000,2025-02-06T00:00:00.000Z,79,2.0,1.0,900.0,1968.0,11.849404844423074
"7900-S-Orange-Blossom-Trl,---1039,-Orlando,-FL-32809","7900 S Orange Blossom Trl, # 1039, Orlando, FL 32809",7900 S Orange Blossom Trl,# 1039,Orlando,FL,32809,Orange,28.451681,-81.401962,condo,436.0,Active,65500,2025-02-06T00:00:00.000Z,79,0.0,1.0,276.0,1974.0,11.089820688682373
"7900-S-Orange-Blossom-Trl,---2075,-Orlando,-FL-32809","7900 S Orange Blossom Trl, # 2075, Orlando, FL 32809",7900 S Orange Blossom Trl,# 2075,Orlando,FL,32809,Orange,28.451681,-81.401962,condo,436.0,Active,65500,2025-02-06T00:00:00.000Z,79,0.0,1.0,276.0,1974.0,11.089820688682373
"1213-S-Station-Pl,---404,-Orlando,-FL-32809","1213 S Station Pl, # 404, Orlando, FL 32809",1213 S Station Pl,# 404,Orlando,FL,32809,Orange,28.45519029,-81.36310004,townhouse,1687.0,Active,420000,2025-02-06T00:00:00.000Z,79,3.0,2.5,1500.0,2025.0,12.948012371209098
"777-W-Lancaster-Rd,-Apt-A13,-Orlando,-FL-32809","777 W Lancaster Rd, Apt A13, Orlando, FL 32809",777 W Lancaster Rd,Apt A13,Orlando,FL,32809,Orange,28.465805,-81.388069,condo,8253.0,Active,135000,2025-02-08T00:00:00.000Z,77,1.0,1.0,720.0,1968.0,11.813037464800539
"465-Mandalay-Rd,-Orlando,-FL-32809","465 Mandalay Rd, Orlando, FL 32809",465 Mandalay Rd,,Orlando,FL,32809,Orange,28.484955,-81.369133,single_family,15246.0,Active,950000,2025-02-13T00:00:00.000Z,72,4.0,2.5,2100.0,1974.0,13.76421831620775
"1649-W-Oak-Ridge-Rd,---1649C,-Orlando,-FL-32809","1649 W Oak Ridge Rd, # 1649C, Orlando, FL 32809",1649 W Oak Ridge Rd,# 1649C,Orlando,FL,32809,Orange,28.474419,-81.400498,condo,3462.0,Active,185000,2025-02-16T00:00:00.000Z,69,3.0,2.0,1195.0,1969.0,12.128116509451258
"1217-S-Station-Pl,---502,-Orlando,-FL-32809","1217 S Station Pl, # 502, Orlando, FL 32809",1217 S Station Pl,# 502,Orlando,FL,32809,Orange,28.45519835,-81.36310056,townhouse,1687.0,Active,410000,2025-02-19T00:00:00.000Z,66,3.0,2.5,1500.0,2025.0,12.923914877701906
"6429-Voltaire-Dr,-Orlando,-FL-32809","6429 Voltaire Dr, Orlando, FL 32809",6429 Voltaire Dr,,Orlando,FL,32809,Orange,28.462471,-81.386352,single_family,9531.0,Active,385500,2025-02-17T00:00:00.000Z,68,5.0,3.0,2115.0,1965.0,12.86229906601588
"1209-S-Station-Pl,---306,-Orlando,-FL-32809","1209 S Station Pl, # 306, Orlando, FL 32809",1209 S Station Pl,# 306,Orlando,FL,32809,Orange,28.4551961,-81.36307776,townhouse,1687.0,Active,420000,2025-02-19T00:00:00.000Z,66,3.0,2.5,1500.0,2025.0,12.948012371209098
"1612-Idaho-Ave,-Belle-Isle,-FL-32809","1612 Idaho Ave, Belle Isle, FL 32809",1612 Idaho Ave,,Belle Isle,FL,32809,Orange,28.458993,-81.358269,single_family,9818.0,Active,399000,2025-03-03T00:00:00.000Z,54,3.0,3.0,1718.0,1959.0,12.896719202134523
"7900-S-Orange-Blossom-Trl,---2136,-Orlando,-FL-32809","7900 S Orange Blossom Trl, # 2136, Orlando, FL 32809",7900 S Orange Blossom Trl,# 2136,Orlando,FL,32809,Orange,28.451681,-81.401962,condo,436.0,Active,59900,2025-03-06T00:00:00.000Z,51,1.0,1.0,276.0,1974.0,11.000448478455008
"7900-S-Orange-Blossom-Trl,-Unit-2136,-Orlando,-FL-32809","7900 S Orange Blossom Trl, Unit 2136, Orlando, FL 32809",7900 S Orange Blossom Trl,Unit 2136,Orlando,FL,32809,Orange,28.451681,-81.401962,single_family,436.0,Active,59900,2025-03-06T00:00:00.000Z,51,1.0,1.0,276.0,1974.0,11.000448478455008
"2727-W-Oak-Ridge-Rd,-Apt-5-6,-Orlando,-FL-32809","2727 W Oak Ridge Rd, Apt 5-6, Orlando, FL 32809",2727 W Oak Ridge Rd,Apt 5-6,Orlando,FL,32809,Orange,28.473325,-81.413458,condo,166804.0,Active,129900,2025-03-07T00:00:00.000Z,50,2.0,1.0,847.0,1969.0,11.774527900858468
"731-Wyman-Ct,-Orlando,-FL-32809","731 Wyman Ct, Orlando, FL 32809",731 Wyman Ct,,Orlando,FL,32809,Orange,28.454035,-81.387254,condo,5502.0,Active,160000,2025-03-11T00:00:00.000Z,46,2.0,2.0,700.0,1976.0,11.982935344196433
"837-Quintilian-Ave,-Orlando,-FL-32809","837 Quintilian Ave, Orlando, FL 32809",837 Quintilian Ave,,Orlando,FL,32809,Orange,28.464367,-81.388576,single_family,9709.0,Active,355000,2025-03-12T00:00:00.000Z,45,4.0,2.0,1521.0,1965.0,12.779875885354993
"6043-Nashua-Ave,-Orlando,-FL-32809","6043 Nashua Ave, Orlando, FL 32809",6043 Nashua Ave,,Orlando,FL,32809,Orange,28.470091,-81.379265,manufactured,8253.0,Active,55000,2025-03-12T00:00:00.000Z,45,3.0,2.0,1000.0,1980.0,10.915106645867503
"5642-Birr-Ct,-Orlando,-FL-32809","5642 Birr Ct, Orlando, FL 32809",5642 Birr Ct,,Orlando,FL,32809,Orange,28.475722,-81.366849,multi-family,7840.0,Active,549000,2025-03-12T00:00:00.000Z,45,4.0,3.0,2122.0,1957.0,13.215855541983634
"5101-The-Oaks-Cir,-Orlando,-FL-32809","5101 The Oaks Cir, Orlando, FL 32809",5101 The Oaks Cir,,Orlando,FL,32809,Orange,28.488472,-81.370327,single_family,26136.0,Active,1799000,2025-03-14T00:00:00.000Z,43,4.0,4.0,3736.0,1969.0,14.402742068796885
"7900-S-Orange-Blossom-Trl,---2052,-Orlando,-FL-32809","7900 S Orange Blossom Trl, # 2052, Orlando, FL 32809",7900 S Orange Blossom Trl,# 2052,Orlando,FL,32809,Orange,28.451681,-81.401962,condo,436.0,Active,68000,2025-03-18T00:00:00.000Z,39,0.0,1.0,276.0,1974.0,11.127277689932466
"5402-Parkway-Dr,-Belle-Isle,-FL-32809","5402 Parkway Dr, Belle Isle, FL 32809",5402 Parkway Dr,,Belle Isle,FL,32809,Orange,28.483698,-81.35315,single_family,12197.0,Active,649993,2025-03-20T00:00:00.000Z,37,4.0,4.0,1838.0,1953.0,13.384718411059985
"311-E-Wallace-St,-Orlando,-FL-32809","311 E Wallace St, Orlando, FL 32809",311 E Wallace St,,Orlando,FL,32809,Orange,28.471096,-81.372613,single_family,8861.0,Active,325000,2025-03-21T00:00:00.000Z,36,3.0,2.0,1189.0,1948.0,12.691583538230217
"825-Keats-Ave,-Orlando,-FL-32809","825 Keats Ave, Orlando, FL 32809",825 Keats Ave,,Orlando,FL,32809,Orange,28.459621,-81.38847,single_family,7860.0,Active,392000,2025-03-21T00:00:00.000Z,36,4.0,2.0,1266.0,1966.0,12.879019669789754
"7900-S-Orange-Blossom-Trl,---1099,-Orlando,-FL-32809","7900 S Orange Blossom Trl, # 1099, Orlando, FL 32809",7900 S Orange Blossom Trl,# 1099,Orlando,FL,32809,Orange,28.451681,-81.401962,condo,8253.0,Active,63000,2025-03-26T00:00:00.000Z,31,1.0,1.0,276.0,1974.0,11.050905878263567
"5427-Hansel-Ave,---9,-Orlando,-FL-32809","5427 Hansel Ave, # 9, Orlando, FL 32809",5427 Hansel Ave,# 9,Orlando,FL,32809,Orange,28.480494,-81.369196,condo,8098.0,Active,239000,2025-03-24T00:00:00.000Z,33,3.0,2.0,1306.0,1970.0,12.384223015005313
"7900-S-Orange-Blossom-Trl,---1108,-Orlando,-FL-32809","7900 S Orange Blossom Trl, # 1108, Orlando, FL 32809",7900 S Orange Blossom Trl,# 1108,Orlando,FL,32809,Orange,28.451681,-81.401962,multi-family,436.0,Active,139900,2025-03-26T00:00:00.000Z,31,0.0,1.0,276.0,1974.0,11.848690308590857
"720-Keats-Ave,-Orlando,-FL-32809","720 Keats Ave, Orlando, FL 32809",720 Keats Ave,,Orlando,FL,32809,Orange,28.458655,-81.385391,single_family,7701.0,Active,370000,2025-03-27T00:00:00.000Z,30,3.0,2.0,1320.0,1967.0,12.821260987319457
"7614-Lake-Dr,-Belle-Isle,-FL-32809","7614 Lake Dr, Belle Isle, FL 32809",7614 Lake Dr,,Belle Isle,FL,32809,Orange,28.455471,-81.355326,single_family,14810.0,Active,625000,2025-03-29T00:00:00.000Z,28,4.0,2.0,1888.0,1979.0,13.345508528717259
"101-W-Wallace-St,-Orlando,-FL-32809","101 W Wallace St, Orlando, FL 32809",101 W Wallace St,,Orlando,FL,32809,Orange,28.470756,-81.37729,single_family,8891.0,Active,329000,2025-04-01T00:00:00.000Z,25,3.0,2.0,1035.0,1957.0,12.703816069256568
"1651-W-Oak-Ridge-Rd,---1651A,-Orlando,-FL-32809","1651 W Oak Ridge Rd, # 1651A, Orlando, FL 32809",1651 W Oak Ridge Rd,# 1651A,Orlando,FL,32809,Orange,28.474419,-81.400498,condo,3462.0,Active,159900,2025-04-03T00:00:00.000Z,23,2.0,1.0,840.0,1969.0,11.982310152711182
"508-Harbour-Island-Rd,-Orlando,-FL-32809","508 Harbour Island Rd, Orlando, FL 32809",508 Harbour Island Rd,,Orlando,FL,32809,Orange,28.486375,-81.368305,single_family,16988.0,Active,875000,2025-04-11T00:00:00.000Z,15,4.0,2.5,2487.0,1969.0,13.681980308196241
"5441-Hansel-Ave,-Apt-J16,-Orlando,-FL-32809","5441 Hansel Ave, Apt J16, Orlando, FL 32809",5441 Hansel Ave,Apt J16,Orlando,FL,32809,Orange,28.481234,-81.369308,condo,8253.0,Active,175000,2025-04-11T00:00:00.000Z,15,2.0,2.0,994.0,1970.0,12.07254696717504
"922-Locust-Ave,-Orlando,-FL-32809","922 Locust Ave, Orlando, FL 32809",922 Locust Ave,,Orlando,FL,32809,Orange,28.465802,-81.366065,single_family,11761.0,Active,275000,2025-04-12T00:00:00.000Z,14,3.0,1.0,1230.0,1958.0,12.524530013005734
"7900-S-Orange-Blossom-Trl,---2025,-Orlando,-FL-32809","7900 S Orange Blossom Trl, # 2025, Orlando, FL 32809",7900 S Orange Blossom Trl,# 2025,Orlando,FL,32809,Orange,28.451681,-81.401962,condo,436.0,Active,72500,2025-04-17T00:00:00.000Z,9,1.0,1.0,276.0,1974.0,11.19135563385109
"4510-Ravinnia-Dr,-Orlando,-FL-32809","4510 Ravinnia Dr, Orlando, FL 32809",4510 Ravinnia Dr,,Orlando,FL,32809,Orange,28.465932,-81.433972,single_family,7802.0,Active,349900,2025-04-17T00:00:00.000Z,9,3.0,2.0,1195.0,1962.0,12.765405536311112
"6714-Bouganvillea-Crescent-Dr,-Orlando,-FL-32809","6714 Bouganvillea Crescent Dr, Orlando, FL 32809",6714 Bouganvillea Crescent Dr,,Orlando,FL,32809,Orange,28.45486,-81.374848,single_family,6172.0,Active,510000,2025-04-17T00:00:00.000Z,9,4.0,2.5,2298.0,2000.0,13.1421679654829
"2727-W-Oak-Ridge-Rd,---4,-Orlando,-FL-32809","2727 W Oak Ridge Rd, # 4, Orlando, FL 32809",2727 W Oak Ridge Rd,# 4,Orlando,FL,32809,Orange,28.472984,-81.414378,condo,166835.0,Active,139900,2025-04-21T00:00:00.000Z,5,1.0,1.0,730.0,1969.0,11.848690308590857
"781-W-Lancaster-Rd,-Apt-B38,-Orlando,-FL-32809","781 W Lancaster Rd, Apt B38, Orlando, FL 32809",781 W Lancaster Rd,Apt B38,Orlando,FL,32809,Orange,28.466059,-81.388283,condo,3575.0,Active,114900,2025-04-24T00:00:00.000Z,2,2.0,1.0,900.0,1968.0,11.651826167019166
"855-Sky-Lake-Cir,-Apt-A,-Orlando,-FL-32809","855 Sky Lake Cir, Apt A, Orlando, FL 32809",855 Sky Lake Cir,Apt A,Orlando,FL,32809,Orange,28.454232,-81.389972,condo,5471.0,Inactive,199900,2024-10-15T00:00:00.000Z,189,3.0,2.0,893.0,1974.0,12.20557752297723
"6015-Walbridge-St,-Orlando,-FL-32809","6015 Walbridge St, Orlando, FL 32809",6015 Walbridge St,,Orlando,FL,32809,Orange,28.470487,-81.433794,single_family,7149.0,Inactive,384900,2024-12-20T00:00:00.000Z,123,4.0,2.0,1534.0,1961.0,12.860741437345885
"6350-Royal-Oak-Dr,-Orlando,-FL-32809","6350 Royal Oak Dr, Orlando, FL 32809",6350 Royal Oak Dr,,Orlando,FL,32809,Orange,28.466604,-81.389687,single_family,8827.0,Inactive,339900,2025-03-27T00:00:00.000Z,23,3.0,2.0,1285.0,1965.0,12.736409677721657
"820-Hoffner-Ave,-Orlando,-FL-32809","820 Hoffner Ave, Orlando, FL 32809",820 Hoffner Ave,,Orlando,FL,32809,Orange,28.475013,-81.367387,single_family,5500.0,Inactive,350000,2024-07-20T00:00:00.000Z,272,2.0,1.0,758.0,1953.0,12.765691290604371
"6642-Matchett-Rd,-Orlando,-FL-32809","6642 Matchett Rd, Orlando, FL 32809",6642 Matchett Rd,,Orlando,FL,32809,Orange,28.465029,-81.362642,single_family,9207.0,Inactive,454000,2025-01-23T00:00:00.000Z,83,4.0,3.0,2018.0,1970.0,13.025854679664231
"731-Wyman-Ct,---731,-Orlando,-FL-32809","731 Wyman Ct, # 731, Orlando, FL 32809",731 Wyman Ct,# 731,Orlando,FL,32809,Orange,28.454035,-81.387254,condo,5502.0,Inactive,160000,2025-03-11T00:00:00.000Z,35,2.0,2.0,700.0,1976.0,11.982935344196433
"1221-Perkins-Rd,-Orlando,-FL-32809","1221 Perkins Rd, Orlando, FL 32809",1221 Perkins Rd,,Orlando,FL,32809,Orange,28.459285,-81.362699,single_family,11326.0,Inactive,325000,2025-04-01T00:00:00.000Z,12,4.0,2.5,1790.0,1955.0,12.691583538230217
"843-Hawkes-Ave,-Orlando,-FL-32809","843 Hawkes Ave, Orlando, FL 32809",843 Hawkes Ave,,Orlando,FL,32809,Orange,28.457349,-81.389591,single_family,8335.0,Inactive,260000,2025-03-28T00:00:00.000Z,15,3.0,2.0,1545.0,1968.0,12.468440756144114
"941-Grey-Oak-Ct,-Orlando,-FL-32809","941 Grey Oak Ct, Orlando, FL 32809",941 Grey Oak Ct,,Orlando,FL,32809,Orange,28.471405,-81.391884,single_family,11326.0,Inactive,279000,2025-03-15T00:00:00.000Z,26,3.0,2.0,1091.0,1962.0,12.53897064502647
"6667-Blanton-Ct,-Orlando,-FL-32809","6667 Blanton Ct, Orlando, FL 32809",6667 Blanton Ct,,Orlando,FL,32809,Orange,28.463009,-81.38339,single_family,8261.0,Inactive,339000,2025-03-15T00:00:00.000Z,25,3.0,1.5,1425.0,1973.0,12.733758336210744
"1018-Wilks-Ave,-Orlando,-FL-32809","1018 Wilks Ave, Orlando, FL 32809",1018 Wilks Ave,,Orlando,FL,32809,Orange,28.473932,-81.365456,single_family,5930.0,Inactive,600000,2024-11-25T00:00:00.000Z,134,3.0,2.5,2078.0,2018.0,13.304686600863562
"6655-Durango-Ct,-Orlando,-FL-32809","6655 Durango Ct, Orlando, FL 32809",6655 Durango Ct,,Orlando,FL,32809,Orange,28.463596,-81.381838,single_family,7499.0,Inactive,345000,2025-01-17T00:00:00.000Z,81,4.0,2.5,1326.0,1972.0,12.75130259456002
"1118-Arrowsmith-Ave,-Orlando,-FL-32809","1118 Arrowsmith Ave, Orlando, FL 32809",1118 Arrowsmith Ave,,Orlando,FL,32809,Orange,28.451706,-81.393715,single_family,8032.0,Inactive,279990,2025-04-04T00:00:00.000Z,4,3.0,2.0,1250.0,1959.0,12.542512738777651
"2323-Mccoy-Rd,-Apt-502,-Belle-Isle,-FL-32809","2323 Mccoy Rd, Apt 502, Belle Isle, FL 32809",2323 Mccoy Rd,Apt 502,Belle Isle,FL,32809,Orange,28.452145,-81.352005,condo,10454.0,Inactive,174900,2025-01-17T00:00:00.000Z,80,2.0,2.0,885.0,2007.0,12.071975378543236
"6616-Calypso-Dr,-Orlando,-FL-32809","6616 Calypso Dr, Orlando, FL 32809",6616 Calypso Dr,,Orlando,FL,32809,Orange,28.461998,-81.377588,single_family,8558.0,Inactive,359999,2025-03-25T00:00:00.000Z,13,3.0,2.0,1312.0,1980.0,12.793859310432293
"6601-Harvey-St,-Orlando,-FL-32809","6601 Harvey St, Orlando, FL 32809",6601 Harvey St,,Orlando,FL,32809,Orange,28.460928,-81.363751,single_family,6597.0,Inactive,398000,2025-02-01T00:00:00.000Z,63,4.0,2.0,1584.0,1959.0,12.894209796826232
"1819-Stafford-Dr,-Belle-Isle,-FL-32809","1819 Stafford Dr, Belle Isle, FL 32809",1819 Stafford Dr,,Belle Isle,FL,32809,Orange,28.453708,-81.353311,single_family,11326.0,Inactive,498500,2024-11-07T00:00:00.000Z,148,3.0,2.0,1556.0,1988.0,13.119360874400073
"1230-Southstation-Pl,---114,-Orlando,-FL-32809","1230 Southstation Pl, # 114, Orlando, FL 32809",1230 Southstation Pl,# 114,Orlando,FL,32809,Orange,28.45494965,-81.36325112,condo,8253.0,Inactive,339900,2025-01-04T00:00:00.000Z,86,2.0,2.0,1089.0,2024.0,12.736409677721657
"2207-Homewood-Dr,-Belle-Isle,-FL-32809","2207 Homewood Dr, Belle Isle, FL 32809",2207 Homewood Dr,,Belle Isle,FL,32809,Orange,28.464553,-81.355633,single_family,10454.0,Inactive,699900,2025-01-02T00:00:00.000Z,87,4.0,3.0,2590.0,1954.0,13.45869417545215
"1023-Ibsen-Ave,-Orlando,-FL-32809","1023 Ibsen Ave, Orlando, FL 32809",1023 Ibsen Ave,,Orlando,FL,32809,Orange,28.458502,-81.392309,single_family,7871.0,Inactive,400000,2025-03-25T00:00:00.000Z,5,5.0,3.0,1893.0,1960.0,12.899222326086994
"7900-S-Orange-Blossom-Trl,---2089,-Orlando,-FL-32809","7900 S Orange Blossom Trl, # 2089, Orlando, FL 32809",7900 S Orange Blossom Trl,# 2089,Orlando,FL,32809,Orange,28.451681,-81.401962,condo,436.0,Inactive,64900,2024-06-11T00:00:00.000Z,289,1.0,1.0,276.0,1974.0,11.080618310893968
