id,formattedaddress,addressline1,addressline2,city,state,zipcode,county,latitude,longitude,propertytype,bedrooms,bathrooms,squarefootage,lotsize,yearbuilt,status,price,listeddate,daysonmarket,log_price
"1650-Lakehurst-Ave,-Winter-Park,-FL-32789","1650 Lakehurst Ave, Winter Park, FL 32789",1650 Lakehurst Ave,,Winter Park,FL,32789,Orange,28.604563,-81.33162,single_family,4.0,4.0,3777.0,16553.0,1992.0,Active,1625000,2024-07-25T00:00:00.000Z,257,14.301018989130402
"1840-Biscayne-Dr,-Winter-Park,-FL-32789","1840 Biscayne Dr, Winter Park, FL 32789",1840 Biscayne Dr,,Winter Park,FL,32789,Orange,28.594644,-81.374107,single_family,5.0,3.0,2641.0,6748.0,2024.0,Active,1049000,2024-07-26T00:00:00.000Z,256,13.863348840666827
"700-Melrose-Ave,-Apt-K32,-Winter-Park,-FL-32789","700 Melrose Ave, Apt K32, Winter Park, FL 32789",700 Melrose Ave,Apt K32,Winter Park,FL,32789,Orange,28.58712,-81.358528,condo,1.0,1.0,772.0,5378.0,1964.0,Active,225000,2024-07-31T00:00:00.000Z,251,12.323860125621126
"731-Midget-Dr,-Winter-Park,-FL-32789","731 Midget Dr, Winter Park, FL 32789",731 Midget Dr,,Winter Park,FL,32789,Orange,28.592138,-81.362151,single_family,2.0,1.0,960.0,8245.0,1941.0,Active,799900,2024-08-15T00:00:00.000Z,236,13.592243248992402
"279-Rippling-Ln,-Winter-Park,-FL-32789","279 Rippling Ln, Winter Park, FL 32789",279 Rippling Ln,,Winter Park,FL,32789,Orange,28.603741,-81.380862,single_family,4.0,3.0,3472.0,13068.0,1961.0,Active,1750000,2024-08-13T00:00:00.000Z,238,14.375126917328105
"1730-Winchester-Dr,-Winter-Park,-FL-32789","1730 Winchester Dr, Winter Park, FL 32789",1730 Winchester Dr,,Winter Park,FL,32789,Orange,28.581874,-81.341946,single_family,5.0,4.0,4080.0,12197.0,2024.0,Active,3295000,2024-08-23T00:00:00.000Z,228,15.007917029408835
"1451-Lyndale-Blvd,-Winter-Park,-FL-32789","1451 Lyndale Blvd, Winter Park, FL 32789",1451 Lyndale Blvd,,Winter Park,FL,32789,Orange,28.611483,-81.362582,single_family,6.0,4.0,3853.0,15246.0,2012.0,Active,1999993,2024-09-03T00:00:00.000Z,217,14.50865473851972
"700-Melrose-Ave-J,-1-Ave-Apt-J1,-Winter-Park,-FL-32789","700 Melrose Ave J, 1 Ave Apt J1, Winter Park, FL 32789",700 Melrose Ave J,1 Ave Apt J1,Winter Park,FL,32789,Orange,28.58735,-81.358644,condo,2.0,2.0,1074.0,3898.0,1964.0,Active,350000,2024-09-05T00:00:00.000Z,215,12.765691290604371
"1371-Lyndale-Blvd,-Winter-Park,-FL-32789","1371 Lyndale Blvd, Winter Park, FL 32789",1371 Lyndale Blvd,,Winter Park,FL,32789,Orange,28.611191,-81.362576,single_family,4.0,3.0,2739.0,10019.0,1949.0,Active,1397000,2024-09-26T00:00:00.000Z,194,14.149838354058456
"140-E-Morse-Blvd,-Apt-J,-Winter-Park,-FL-32789","140 E Morse Blvd, Apt J, Winter Park, FL 32789",140 E Morse Blvd,Apt J,Winter Park,FL,32789,Orange,28.597509,-81.350273,condo,3.0,3.0,2143.0,13939.0,2008.0,Active,2890000,2024-09-27T00:00:00.000Z,193,14.876767406109316
"1391-Richmond-Rd,-Winter-Park,-FL-32789","1391 Richmond Rd, Winter Park, FL 32789",1391 Richmond Rd,,Winter Park,FL,32789,Orange,28.585009,-81.352988,single_family,4.0,3.0,4635.0,19602.0,2001.0,Active,3499500,2024-10-07T00:00:00.000Z,183,15.068130944866798
"1818-Mondrian-Cir,-Winter-Park,-FL-32789","1818 Mondrian Cir, Winter Park, FL 32789",1818 Mondrian Cir,,Winter Park,FL,32789,Orange,28.605652,-81.373003,townhouse,3.0,2.0,2265.0,1777.0,2018.0,Active,775000,2024-10-14T00:00:00.000Z,176,13.560619598657233
"2821-Chantilly-Ave,-Winter-Park,-FL-32789","2821 Chantilly Ave, Winter Park, FL 32789",2821 Chantilly Ave,,Winter Park,FL,32789,Orange,28.625701,-81.333856,single_family,3.0,2.0,1440.0,32670.0,1959.0,Active,525000,2024-10-19T00:00:00.000Z,171,13.171155446333852
"740-3-Killarney-Bay-Ct,---7-3,-Winter-Park,-FL-32789","740 3 Killarney Bay Ct, # 7-3, Winter Park, FL 32789",740 3 Killarney Bay Ct,# 7-3,Winter Park,FL,32789,Orange,28.600576,-81.367027,condo,2.0,2.0,1536.0,10019.0,1986.0,Active,379444,2024-10-21T00:00:00.000Z,169,12.84646493777858
"2228-Azalea-Pl,-Winter-Park,-FL-32789","2228 Azalea Pl, Winter Park, FL 32789",2228 Azalea Pl,,Winter Park,FL,32789,Orange,28.621938,-81.341604,single_family,5.0,4.0,5072.0,14375.0,2008.0,Active,5400000,2024-10-18T00:00:00.000Z,172,15.501909696719672
"2522-Lafayette-Ave,-Winter-Park,-FL-32789","2522 Lafayette Ave, Winter Park, FL 32789",2522 Lafayette Ave,,Winter Park,FL,32789,Orange,28.623268,-81.334344,single_family,4.0,3.0,3399.0,10454.0,2022.0,Active,2290000,2024-10-18T00:00:00.000Z,172,14.64406281221155
"632-Country-Club-Dr,-Winter-Park,-FL-32789","632 Country Club Dr, Winter Park, FL 32789",632 Country Club Dr,,Winter Park,FL,32789,Orange,28.604889,-81.371137,single_family,3.0,2.0,2342.0,13750.0,1952.0,Active,1295000,2024-10-26T00:00:00.000Z,164,14.07402202531625
"2128-Sycamore-Dr,-Winter-Park,-FL-32789","2128 Sycamore Dr, Winter Park, FL 32789",2128 Sycamore Dr,,Winter Park,FL,32789,Orange,28.570806,-81.340629,single_family,3.0,2.0,1760.0,10019.0,1953.0,Active,875555,2024-10-22T00:00:00.000Z,168,13.682614392111926
"870-Carver-St,-Winter-Park,-FL-32789","870 Carver St, Winter Park, FL 32789",870 Carver St,,Winter Park,FL,32789,Orange,28.605424,-81.359897,single_family,3.0,2.0,1844.0,5994.0,1954.0,Active,995000,2024-10-28T00:00:00.000Z,162,13.81049902116535
"700-Melrose-Ave,-Apt-E24,-Winter-Park,-FL-32789","700 Melrose Ave, Apt E24, Winter Park, FL 32789",700 Melrose Ave,Apt E24,Winter Park,FL,32789,Orange,28.586588,-81.359873,condo,1.0,1.0,787.0,5809.0,1964.0,Active,193900,2024-10-29T00:00:00.000Z,161,12.17510299851502
"1000-Howell-Branch-Rd,-Winter-Park,-FL-32789","1000 Howell Branch Rd, Winter Park, FL 32789",1000 Howell Branch Rd,,Winter Park,FL,32789,Orange,28.624545,-81.345644,land,3.0,3.0,2043.0,23958.0,1971.0,Active,915000,2024-11-08T00:00:00.000Z,151,13.726680437153236
"1751-Glencoe-Rd,-Winter-Park,-FL-32789","1751 Glencoe Rd, Winter Park, FL 32789",1751 Glencoe Rd,,Winter Park,FL,32789,Orange,28.581583,-81.350388,single_family,5.0,4.0,4520.0,13068.0,2025.0,Active,4100000,2024-11-08T00:00:00.000Z,151,15.226497775576945
"2550-Venetian-Way,-Winter-Park,-FL-32789","2550 Venetian Way, Winter Park, FL 32789",2550 Venetian Way,,Winter Park,FL,32789,Orange,28.624121,-81.342621,single_family,4.0,4.0,4875.0,11761.0,2008.0,Active,2850000,2024-11-18T00:00:00.000Z,141,14.862829903121964
"2518-Sweetwater-Trl,-Winter-Park,-FL-32789","2518 Sweetwater Trl, Winter Park, FL 32789",2518 Sweetwater Trl,,Winter Park,FL,32789,Orange,28.625325,-81.328535,single_family,4.0,2.0,2205.0,11761.0,1965.0,Active,559900,2024-11-13T00:00:00.000Z,146,13.23551526136861
"1429-Chapman-Cir,-Winter-Park,-FL-32789","1429 Chapman Cir, Winter Park, FL 32789",1429 Chapman Cir,,Winter Park,FL,32789,Orange,28.579107,-81.333833,single_family,4.0,4.0,3116.0,6294.0,2014.0,Active,1649000,2024-11-15T00:00:00.000Z,144,14.31568020796969
"535-N-Interlachen-Ave,-Apt-305,-Winter-Park,-FL-32789","535 N Interlachen Ave, Apt 305, Winter Park, FL 32789",535 N Interlachen Ave,Apt 305,Winter Park,FL,32789,Orange,28.601731,-81.34903,condo,2.0,2.0,1156.0,26572.0,1972.0,Active,649000,2024-11-27T00:00:00.000Z,132,13.38318953651709
"1250-S-Denning-Dr,-Apt-122,-Winter-Park,-FL-32789","1250 S Denning Dr, Apt 122, Winter Park, FL 32789",1250 S Denning Dr,Apt 122,Winter Park,FL,32789,Orange,28.586187,-81.359527,condo,1.0,1.0,653.0,13068.0,1967.0,Active,199900,2024-11-26T00:00:00.000Z,133,12.20557752297723
"2661-Via,-Tuscany,-Winter-Park,-FL-32789","2661 Via, Tuscany, Winter Park, FL 32789",2661 Via,Tuscany,Winter Park,FL,32789,Orange,28.623657,-81.340658,single_family,4.0,3.0,4564.0,15682.0,2024.0,Active,8799000,2024-11-26T00:00:00.000Z,133,15.990148750276969
"1695-Lee-Rd,-Apt-B216,-Winter-Park,-FL-32789","1695 Lee Rd, Apt B216, Winter Park, FL 32789",1695 Lee Rd,Apt B216,Winter Park,FL,32789,Orange,28.607429,-81.372392,condo,3.0,2.0,1149.0,17860.0,1966.0,Active,205000,2024-11-26T00:00:00.000Z,133,12.230770136157428
"786-Antonette-Ave,-Winter-Park,-FL-32789","786 Antonette Ave, Winter Park, FL 32789",786 Antonette Ave,,Winter Park,FL,32789,Orange,28.591328,-81.35281,single_family,2.0,1.0,1146.0,7500.0,1925.0,Active,749000,2024-11-27T00:00:00.000Z,132,13.52649559761195
"708-Balmoral-Rd,-Winter-Park,-FL-32789","708 Balmoral Rd, Winter Park, FL 32789",708 Balmoral Rd,,Winter Park,FL,32789,Orange,28.586865,-81.32904,single_family,4.0,3.0,2786.0,15246.0,1960.0,Active,1150000,2024-12-06T00:00:00.000Z,123,13.955273369904273
"698-N-New-York-Ave,-Winter-Park,-FL-32789","698 N New York Ave, Winter Park, FL 32789",698 N New York Ave,,Winter Park,FL,32789,Orange,28.602587,-81.352571,land,4.0,3.0,5096.0,6765.0,2025.0,Active,2075000,2024-12-05T00:00:00.000Z,124,14.54547219357453
"1760-Mondrian-Cir,-Winter-Park,-FL-32789","1760 Mondrian Cir, Winter Park, FL 32789",1760 Mondrian Cir,,Winter Park,FL,32789,Orange,28.605654,-81.372585,townhouse,3.0,2.0,2245.0,1942.0,2024.0,Active,975000,2024-12-04T00:00:00.000Z,125,13.790193775620484
"2161-Sharon-Rd,-Winter-Park,-FL-32789","2161 Sharon Rd, Winter Park, FL 32789",2161 Sharon Rd,,Winter Park,FL,32789,Orange,28.61841,-81.33748,single_family,5.0,4.0,6338.0,25265.0,2023.0,Active,4985000,2024-12-09T00:00:00.000Z,120,15.42194416197986
"184-Sandlewood-Trl,---2,-Winter-Park,-FL-32789","184 Sandlewood Trl, # 2, Winter Park, FL 32789",184 Sandlewood Trl,# 2,Winter Park,FL,32789,Orange,28.625474,-81.337916,condo,2.0,2.0,1133.0,8445.0,1985.0,Active,350000,2024-12-10T00:00:00.000Z,119,12.765691290604371
"2260-Mulbry-Dr,-Winter-Park,-FL-32789","2260 Mulbry Dr, Winter Park, FL 32789",2260 Mulbry Dr,,Winter Park,FL,32789,Orange,28.572798,-81.340926,single_family,5.0,4.0,3246.0,9481.0,2025.0,Active,2000000,2024-12-15T00:00:00.000Z,114,14.508658238524095
"1550-Indiana-Ave,-Winter-Park,-FL-32789","1550 Indiana Ave, Winter Park, FL 32789",1550 Indiana Ave,,Winter Park,FL,32789,Orange,28.586413,-81.370483,single_family,2.0,2.0,1032.0,6822.0,1950.0,Active,449990,2024-12-17T00:00:00.000Z,112,13.0169828615465
"1500-Gay-Rd,-Apt-7A,-Winter-Park,-FL-32789","1500 Gay Rd, Apt 7A, Winter Park, FL 32789",1500 Gay Rd,Apt 7A,Winter Park,FL,32789,Orange,28.601148,-81.367512,condo,2.0,2.0,1026.0,2307.0,1972.0,Active,235000,2024-12-30T00:00:00.000Z,99,12.367345048436391
"1392-Indiana-Ave,-Winter-Park,-FL-32789","1392 Indiana Ave, Winter Park, FL 32789",1392 Indiana Ave,,Winter Park,FL,32789,Orange,28.586574,-81.368581,townhouse,3.0,2.0,1936.0,2876.0,2008.0,Active,620000,2024-12-27T00:00:00.000Z,102,13.3374763699232
"2827-Euston-Rd,-Winter-Park,-FL-32789","2827 Euston Rd, Winter Park, FL 32789",2827 Euston Rd,,Winter Park,FL,32789,Orange,28.599031,-81.387001,single_family,4.0,2.0,1568.0,8360.0,1956.0,Active,400000,2024-12-30T00:00:00.000Z,99,12.899222326086994
"2330-Westminster-Ct,-Winter-Park,-FL-32789","2330 Westminster Ct, Winter Park, FL 32789",2330 Westminster Ct,,Winter Park,FL,32789,Orange,28.595891,-81.380277,single_family,5.0,3.0,3296.0,14810.0,1928.0,Active,1070000,2025-01-04T00:00:00.000Z,94,13.883170141017091
"541-Virginia-Dr,-Winter-Park,-FL-32789","541 Virginia Dr, Winter Park, FL 32789",541 Virginia Dr,,Winter Park,FL,32789,Orange,28.584055,-81.342596,single_family,4.0,3.0,4725.0,22216.0,2008.0,Active,5800000,2025-01-06T00:00:00.000Z,92,15.573368647930426
"1695-Lee-Rd,-Apt-B211,-Winter-Park,-FL-32789","1695 Lee Rd, Apt B211, Winter Park, FL 32789",1695 Lee Rd,Apt B211,Winter Park,FL,32789,Orange,28.607429,-81.372392,condo,2.0,1.0,881.0,17860.0,1966.0,Active,140000,2025-01-09T00:00:00.000Z,89,11.849404844423074
"433-Carolina-Ave,-Winter-Park,-FL-32789","433 Carolina Ave, Winter Park, FL 32789",433 Carolina Ave,,Winter Park,FL,32789,Orange,28.598914,-81.355382,single_family,5.0,4.0,2700.0,6456.0,2018.0,Active,1295000,2025-01-09T00:00:00.000Z,89,14.07402202531625
"1611-Walnut-Ave,-Winter-Park,-FL-32789","1611 Walnut Ave, Winter Park, FL 32789",1611 Walnut Ave,,Winter Park,FL,32789,Orange,28.612979,-81.332169,single_family,4.0,3.0,2635.0,9787.0,1951.0,Active,1275000,2025-01-09T00:00:00.000Z,89,14.058457520888082
"1120-Preserve-Point-Dr,-Winter-Park,-FL-32789","1120 Preserve Point Dr, Winter Park, FL 32789",1120 Preserve Point Dr,,Winter Park,FL,32789,Orange,28.585472,-81.336373,single_family,7.0,6.0,11255.0,71003.0,2009.0,Active,11900000,2025-01-09T00:00:00.000Z,89,16.29204904211537
"1521-Harmon-Ave,-Winter-Park,-FL-32789","1521 Harmon Ave, Winter Park, FL 32789",1521 Harmon Ave,,Winter Park,FL,32789,Orange,28.586003,-81.370957,single_family,3.0,3.0,2302.0,8597.0,2008.0,Active,749900,2025-01-10T00:00:00.000Z,88,13.527696476799726
"690-Osceola-Ave,-Apt-209,-Winter-Park,-FL-32789","690 Osceola Ave, Apt 209, Winter Park, FL 32789",690 Osceola Ave,Apt 209,Winter Park,FL,32789,Orange,28.595143,-81.342698,condo,2.0,2.0,1148.0,67954.0,1969.0,Active,387699,2025-01-15T00:00:00.000Z,83,12.86798712365902
"675-Overspin-Dr,-Winter-Park,-FL-32789","675 Overspin Dr, Winter Park, FL 32789",675 Overspin Dr,,Winter Park,FL,32789,Orange,28.591696,-81.38387,single_family,4.0,3.0,2962.0,7000.0,2010.0,Active,900000,2025-01-17T00:00:00.000Z,81,13.710151153416941
"1695-Lee-Rd,-Apt-A209,-Winter-Park,-FL-32789","1695 Lee Rd, Apt A209, Winter Park, FL 32789",1695 Lee Rd,Apt A209,Winter Park,FL,32789,Orange,28.607254,-81.371693,condo,1.0,1.0,638.0,17860.0,1966.0,Active,144900,2025-01-20T00:00:00.000Z,78,11.88380602959621
"1792-Killarney-Dr,-Winter-Park,-FL-32789","1792 Killarney Dr, Winter Park, FL 32789",1792 Killarney Dr,,Winter Park,FL,32789,Orange,28.595664,-81.373155,single_family,4.0,3.0,2082.0,11761.0,1958.0,Active,680000,2025-01-19T00:00:00.000Z,79,13.429849547739444
"2379-Forrest-Rd,-Winter-Park,-FL-32789","2379 Forrest Rd, Winter Park, FL 32789",2379 Forrest Rd,,Winter Park,FL,32789,Orange,28.572882,-81.348724,land,5.0,6.0,4483.0,17424.0,2024.0,Active,1795000,2025-01-21T00:00:00.000Z,77,14.400516137007425
"1417-Miller-Ave,-Winter-Park,-FL-32789","1417 Miller Ave, Winter Park, FL 32789",1417 Miller Ave,,Winter Park,FL,32789,Orange,28.587821,-81.369001,single_family,5.0,4.0,3312.0,9745.0,2025.0,Active,1599900,2025-01-23T00:00:00.000Z,75,14.285452310295673
"702-Via,-Bella,-Winter-Park,-FL-32789","702 Via, Bella, Winter Park, FL 32789",702 Via,Bella,Winter Park,FL,32789,Orange,28.608104,-81.338596,single_family,5.0,4.0,3720.0,10019.0,2025.0,Active,4500000,2025-01-21T00:00:00.000Z,77,15.319588176962746
"313-Sylvan-Dr,-Winter-Park,-FL-32789","313 Sylvan Dr, Winter Park, FL 32789",313 Sylvan Dr,,Winter Park,FL,32789,Orange,28.59906,-81.332902,land,3.0,3.0,2525.0,16117.0,1915.0,Active,1950000,2025-01-21T00:00:00.000Z,77,14.48334044336031
"1400-Place,-Picardy,-Winter-Park,-FL-32789","1400 Place, Picardy, Winter Park, FL 32789",1400 Place,Picardy,Winter Park,FL,32789,Orange,28.617901,-81.334313,single_family,5.0,4.0,4411.0,14375.0,2008.0,Active,2995000,2025-01-24T00:00:00.000Z,74,14.912455123421447
"700-Melrose-Ave,-Apt-A22,-Winter-Park,-FL-32789","700 Melrose Ave, Apt A22, Winter Park, FL 32789",700 Melrose Ave,Apt A22,Winter Park,FL,32789,Orange,28.58742,-81.360356,condo,2.0,2.0,1074.0,1323.0,1964.0,Active,299000,2025-01-27T00:00:00.000Z,71,12.608202196848836
"1660-Walnut-Ave,-Winter-Park,-FL-32789","1660 Walnut Ave, Winter Park, FL 32789",1660 Walnut Ave,,Winter Park,FL,32789,Orange,28.612467,-81.331267,single_family,4.0,3.0,2172.0,6522.0,2025.0,Active,1759000,2025-01-28T00:00:00.000Z,70,14.380256592224367
"1470-Place,-Picardy,-Winter-Park,-FL-32789","1470 Place, Picardy, Winter Park, FL 32789",1470 Place,Picardy,Winter Park,FL,32789,Orange,28.617913,-81.33338,single_family,5.0,5.0,4227.0,13939.0,2003.0,Active,1795000,2025-01-31T00:00:00.000Z,67,14.400516137007425
"1930-Albert-Lee-Pkwy,-Winter-Park,-FL-32789","1930 Albert Lee Pkwy, Winter Park, FL 32789",1930 Albert Lee Pkwy,,Winter Park,FL,32789,Orange,28.607098,-81.374952,single_family,2.0,2.0,1262.0,7534.0,1955.0,Active,389900,2025-01-30T00:00:00.000Z,68,12.873648139727594
"1400-S-Pennsylvania-Ave,-Winter-Park,-FL-32789","1400 S Pennsylvania Ave, Winter Park, FL 32789",1400 S Pennsylvania Ave,,Winter Park,FL,32789,Orange,28.58489,-81.354876,single_family,4.0,3.0,2060.0,12632.0,1962.0,Active,1350000,2025-01-30T00:00:00.000Z,68,14.115615891155079
"785-N-Phelps-Ave,-Winter-Park,-FL-32789","785 N Phelps Ave, Winter Park, FL 32789",785 N Phelps Ave,,Winter Park,FL,32789,Orange,28.605393,-81.331605,single_family,5.0,4.0,2964.0,8560.0,2025.0,Active,2119000,2025-02-01T00:00:00.000Z,66,14.566455309171042
"141-Oakwood-Way,-Winter-Park,-FL-32789","141 Oakwood Way, Winter Park, FL 32789",141 Oakwood Way,,Winter Park,FL,32789,Orange,28.577174,-81.347686,single_family,5.0,4.0,3909.0,11326.0,2015.0,Active,2254000,2025-02-01T00:00:00.000Z,66,14.628217417237483
"1500-Gay-Rd,-Apt-10C,-Winter-Park,-FL-32789","1500 Gay Rd, Apt 10C, Winter Park, FL 32789",1500 Gay Rd,Apt 10C,Winter Park,FL,32789,Orange,28.600779,-81.3675,condo,2.0,2.0,1026.0,2282.0,1972.0,Active,247500,2025-02-06T00:00:00.000Z,61,12.419169901386761
"535-N-Interlachen-Ave,-Apt-203,-Winter-Park,-FL-32789","535 N Interlachen Ave, Apt 203, Winter Park, FL 32789",535 N Interlachen Ave,Apt 203,Winter Park,FL,32789,Orange,28.601731,-81.34903,condo,2.0,2.0,986.0,26572.0,1972.0,Active,550000,2025-02-04T00:00:00.000Z,63,13.217675375388819
"622-Penn-Pl,-Winter-Park,-FL-32789","622 Penn Pl, Winter Park, FL 32789",622 Penn Pl,,Winter Park,FL,32789,Orange,28.607409,-81.358146,single_family,3.0,2.0,2767.0,9234.0,2001.0,Active,1950000,2025-02-04T00:00:00.000Z,63,14.48334044336031
"817-Antonette-Ave,-Winter-Park,-FL-32789","817 Antonette Ave, Winter Park, FL 32789",817 Antonette Ave,,Winter Park,FL,32789,Orange,28.590871,-81.353205,single_family,4.0,3.0,3971.0,8513.0,1990.0,Active,1895000,2025-02-03T00:00:00.000Z,64,14.45472992420301
"1762-Mondrian-Cir,-Winter-Park,-FL-32789","1762 Mondrian Cir, Winter Park, FL 32789",1762 Mondrian Cir,,Winter Park,FL,32789,Orange,28.605655,-81.372491,townhouse,3.0,2.0,2265.0,1777.0,2024.0,Active,895000,2025-02-04T00:00:00.000Z,63,13.704580114574805
"1806-Mondrian-Cir,-Winter-Park,-FL-32789","1806 Mondrian Cir, Winter Park, FL 32789",1806 Mondrian Cir,,Winter Park,FL,32789,Orange,28.605349,-81.373133,townhouse,3.0,2.0,2016.0,1803.0,2018.0,Active,690000,2025-02-06T00:00:00.000Z,61,13.444448325847754
"2500-Lee-Rd,-Apt-202,-Winter-Park,-FL-32789","2500 Lee Rd, Apt 202, Winter Park, FL 32789",2500 Lee Rd,Apt 202,Winter Park,FL,32789,Orange,28.604845,-81.38208,condo,2.0,2.0,956.0,10019.0,1969.0,Active,255000,2025-02-07T00:00:00.000Z,60,12.449022745701502
"441-Clay-St,-Winter-Park,-FL-32789","441 Clay St, Winter Park, FL 32789",441 Clay St,,Winter Park,FL,32789,Orange,28.594403,-81.373558,multi-family,2.0,2.0,969.0,4000.0,1949.0,Active,489000,2025-02-11T00:00:00.000Z,56,13.100119813444692
"2412-Chantilly-Ave,-Winter-Park,-FL-32789","2412 Chantilly Ave, Winter Park, FL 32789",2412 Chantilly Ave,,Winter Park,FL,32789,Orange,28.621587,-81.332354,single_family,5.0,4.0,4506.0,11761.0,2024.0,Active,2395000,2025-02-12T00:00:00.000Z,55,14.6888942063636
"100-S-Interlachen-Ave,-Apt-111,-Winter-Park,-FL-32789","100 S Interlachen Ave, Apt 111, Winter Park, FL 32789",100 S Interlachen Ave,Apt 111,Winter Park,FL,32789,Orange,28.59722,-81.347936,condo,2.0,2.0,901.0,901.0,1971.0,Active,675000,2025-02-13T00:00:00.000Z,54,13.42246945133505
"1585-Chestnut-Ave,-Winter-Park,-FL-32789","1585 Chestnut Ave, Winter Park, FL 32789",1585 Chestnut Ave,,Winter Park,FL,32789,Orange,28.613886,-81.332217,single_family,4.0,3.0,2220.0,7492.0,1959.0,Active,1225000,2025-02-13T00:00:00.000Z,54,14.018452218287162
"1695-Lee-Rd,-Apt-B109,-Winter-Park,-FL-32789","1695 Lee Rd, Apt B109, Winter Park, FL 32789",1695 Lee Rd,Apt B109,Winter Park,FL,32789,Orange,28.607429,-81.372392,condo,1.0,1.0,638.0,17860.0,1966.0,Active,155000,2025-02-13T00:00:00.000Z,54,11.951186847493476
"1611-Chestnut-Ave,-Winter-Park,-FL-32789","1611 Chestnut Ave, Winter Park, FL 32789",1611 Chestnut Ave,,Winter Park,FL,32789,Orange,28.61389,-81.331905,single_family,4.0,4.0,2916.0,7508.0,1973.0,Active,1295000,2025-02-15T00:00:00.000Z,52,14.07402202531625
"1690-Oneco-Ave,-Winter-Park,-FL-32789","1690 Oneco Ave, Winter Park, FL 32789",1690 Oneco Ave,,Winter Park,FL,32789,Orange,28.615239,-81.32989,single_family,4.0,3.0,2703.0,10019.0,1967.0,Active,1125000,2025-02-14T00:00:00.000Z,53,13.933294482509151
"1037-N-Virginia-Ave,-Winter-Park,-FL-32789","1037 N Virginia Ave, Winter Park, FL 32789",1037 N Virginia Ave,,Winter Park,FL,32789,Orange,28.606707,-81.355106,single_family,3.0,1.0,1101.0,6500.0,1960.0,Active,699000,2025-02-14T00:00:00.000Z,53,13.457407451830088
