id,formattedaddress,addressline1,addressline2,city,state,zipcode,county,latitude,longitude,propertytype,lotsize,status,price,listeddate,daysonmarket,bedrooms,bathrooms,squarefootage,yearbuilt,log_price
"4105-Fairview-Vista-Pt,-Apt-322,-Orlando,-FL-32804","4105 Fairview Vista Pt, Apt 322, Orlando, FL 32804",4105 Fairview Vista Pt,Apt 322,Orlando,FL,32804,Orange,28.586454,-81.407316,condo,206910.0,Active,259000,2024-11-06T00:00:00.000Z,153,2.0,2.0,1065.0,1980.0,12.464587201678082
"339-Lakeview-St,---F,-Orlando,-FL-32804","339 Lakeview St, # F, Orlando, FL 32804",339 Lakeview St,# F,Orlando,FL,32804,Orange,28.560571,-81.384135,condo,2833.0,Active,549000,2024-11-10T00:00:00.000Z,149,2.0,1.0,1668.0,1979.0,13.215855541983634
"218-Oglethorpe-Pl,-Orlando,-FL-32804","218 Oglethorpe Pl, Orlando, FL 32804",218 Oglethorpe Pl,,Orlando,FL,32804,Orange,28.573729,-81.382021,multi-family,3706.0,Active,399000,2024-11-18T00:00:00.000Z,141,3.0,2.0,1139.0,1998.0,12.896719202134523
"4109-Fairview-Vista-Pt,-Apt-219,-Orlando,-FL-32804","4109 Fairview Vista Pt, Apt 219, Orlando, FL 32804",4109 Fairview Vista Pt,Apt 219,Orlando,FL,32804,Orange,28.586093,-81.407715,condo,206910.0,Active,243000,2024-11-28T00:00:00.000Z,131,2.0,2.0,1065.0,1980.0,12.400820837540556
"1606-Hart-Ln,-Orlando,-FL-32804","1606 Hart Ln, Orlando, FL 32804",1606 Hart Ln,,Orlando,FL,32804,Orange,28.565997,-81.398402,single_family,6767.0,Active,1324500,2024-12-08T00:00:00.000Z,121,4.0,4.0,2768.0,2022.0,14.096546342695865
"4272-Kendrick-Rd,-Orlando,-FL-32804","4272 Kendrick Rd, Orlando, FL 32804",4272 Kendrick Rd,,Orlando,FL,32804,Orange,28.594644,-81.393922,single_family,8788.0,Active,464900,2024-12-05T00:00:00.000Z,124,3.0,2.0,1289.0,1953.0,13.049579758676577
"1600-Roosevelt-Ave,-Orlando,-FL-32804","1600 Roosevelt Ave, Orlando, FL 32804",1600 Roosevelt Ave,,Orlando,FL,32804,Orange,28.577222,-81.403197,single_family,7249.0,Active,350000,2024-12-05T00:00:00.000Z,124,3.0,1.0,1364.0,1947.0,12.765691290604371
"736-Hayden-Ln,-Orlando,-FL-32804","736 Hayden Ln, Orlando, FL 32804",736 Hayden Ln,,Orlando,FL,32804,Orange,28.554269,-81.391156,single_family,5227.0,Active,535000,2024-12-09T00:00:00.000Z,120,3.0,2.0,1573.0,1948.0,13.190023895035274
"1013-Carlson-Dr,-Orlando,-FL-32804","1013 Carlson Dr, Orlando, FL 32804",1013 Carlson Dr,,Orlando,FL,32804,Orange,28.602316,-81.395916,single_family,8374.0,Active,349000,2024-12-20T00:00:00.000Z,109,3.0,2.0,2376.0,1955.0,12.762830066509972
"766-Carlson-Dr,-Orlando,-FL-32804","766 Carlson Dr, Orlando, FL 32804",766 Carlson Dr,,Orlando,FL,32804,Orange,28.601774,-81.391448,single_family,6983.0,Active,325000,2024-12-19T00:00:00.000Z,110,2.0,2.0,908.0,1945.0,12.691583538230217
"320-Lakeview-St,-Apt-123,-Orlando,-FL-32804","320 Lakeview St, Apt 123, Orlando, FL 32804",320 Lakeview St,Apt 123,Orlando,FL,32804,Orange,28.560002,-81.383479,condo,6094.0,Active,220000,2024-12-20T00:00:00.000Z,109,2.0,1.0,996.0,1959.0,12.301387370778713
"1440-Dann-St,-Orlando,-FL-32804","1440 Dann St, Orlando, FL 32804",1440 Dann St,,Orlando,FL,32804,Orange,28.566833,-81.400909,single_family,8668.0,Active,497000,2025-01-02T00:00:00.000Z,96,4.0,3.0,1841.0,1972.0,13.116347317149176
"1441-Dann-St,-Orlando,-FL-32804","1441 Dann St, Orlando, FL 32804",1441 Dann St,,Orlando,FL,32804,Orange,28.567293,-81.400825,single_family,6510.0,Active,516800,2025-01-05T00:00:00.000Z,93,3.0,2.0,1340.0,1925.0,13.155413166433178
"2026-Packing-District-Way,-Orlando,-FL-32804","2026 Packing District Way, Orlando, FL 32804",2026 Packing District Way,,Orlando,FL,32804,Orange,28.568026,-81.411639,townhouse,1686.0,Active,699995,2025-01-05T00:00:00.000Z,93,3.0,2.0,2085.0,2024.0,13.4588298997235
"4235-Edgewater-Dr,-Orlando,-FL-32804","4235 Edgewater Dr, Orlando, FL 32804",4235 Edgewater Dr,,Orlando,FL,32804,Orange,28.594086,-81.39498,single_family,10019.0,Active,397500,2025-01-08T00:00:00.000Z,90,3.0,2.0,1500.0,1953.0,12.89295272879663
"205-Hazard-St,-Orlando,-FL-32804","205 Hazard St, Orlando, FL 32804",205 Hazard St,,Orlando,FL,32804,Orange,28.586589,-81.380483,single_family,6520.0,Active,1395000,2025-01-14T00:00:00.000Z,84,4.0,3.0,3608.0,2008.0,14.148405690083225
"809-Maxwell-St,-Orlando,-FL-32804","809 Maxwell St, Orlando, FL 32804",809 Maxwell St,,Orlando,FL,32804,Orange,28.563223,-81.391053,single_family,7659.0,Active,1749900,2025-01-16T00:00:00.000Z,82,5.0,3.0,3512.0,1949.0,14.375069772870901
"488-W-Par-St,---4,-Orlando,-FL-32804","488 W Par St, # 4, Orlando, FL 32804",488 W Par St,# 4,Orlando,FL,32804,Orange,28.581397,-81.386408,condo,3556.0,Active,315000,2025-01-17T00:00:00.000Z,81,2.0,2.0,970.0,1985.0,12.660331092405906
"413-W-Princeton-St,-Orlando,-FL-32804","413 W Princeton St, Orlando, FL 32804",413 W Princeton St,,Orlando,FL,32804,Orange,28.57146,-81.385385,single_family,5543.0,Active,725000,2025-01-16T00:00:00.000Z,82,3.0,2.0,1670.0,1930.0,13.493928313146206
"500-W-Hazel-St,-Orlando,-FL-32804","500 W Hazel St, Orlando, FL 32804",500 W Hazel St,,Orlando,FL,32804,Orange,28.577908,-81.3852,single_family,7017.0,Active,1399900,2025-01-17T00:00:00.000Z,81,5.0,4.0,3175.0,2025.0,14.1519120777994
"2510-Amherst-Ave,-Orlando,-FL-32804","2510 Amherst Ave, Orlando, FL 32804",2510 Amherst Ave,,Orlando,FL,32804,Orange,28.574482,-81.380562,single_family,6445.0,Active,1449900,2025-01-22T00:00:00.000Z,76,5.0,3.0,3252.0,2025.0,14.187005836203785
"2011-University-Dr,-Orlando,-FL-32804","2011 University Dr, Orlando, FL 32804",2011 University Dr,,Orlando,FL,32804,Orange,28.57002,-81.385453,single_family,6316.0,Active,1689900,2025-01-25T00:00:00.000Z,73,5.0,3.0,3159.0,2025.0,14.340180505301731
"4401-Santee-St,-Orlando,-FL-32804","4401 Santee St, Orlando, FL 32804",4401 Santee St,,Orlando,FL,32804,Orange,28.596808,-81.39167,single_family,10454.0,Active,360000,2025-01-29T00:00:00.000Z,69,3.0,2.0,1050.0,1977.0,12.793862088206213
"630-Vassar-St,-Unit-2310,-Orlando,-FL-32804","630 Vassar St, Unit 2310, Orlando, FL 32804",630 Vassar St,Unit 2310,Orlando,FL,32804,Orange,28.57258,-81.388204,condo,27878.0,Active,564900,2025-01-28T00:00:00.000Z,70,2.0,2.0,1161.0,2007.0,13.244405773536606
"3431-Wilder-Ln,-Orlando,-FL-32804","3431 Wilder Ln, Orlando, FL 32804",3431 Wilder Ln,,Orlando,FL,32804,Orange,28.583102,-81.399419,single_family,9759.0,Active,675000,2025-01-26T00:00:00.000Z,72,3.0,2.0,1779.0,1960.0,13.42246945133505
"2315-Depauw-Ave,-Orlando,-FL-32804","2315 Depauw Ave, Orlando, FL 32804",2315 Depauw Ave,,Orlando,FL,32804,Orange,28.572708,-81.378942,single_family,6744.0,Active,1150000,2025-01-30T00:00:00.000Z,68,4.0,4.0,3372.0,2020.0,13.955273369904273
"1442-W-Yale-St,-Orlando,-FL-32804","1442 W Yale St, Orlando, FL 32804",1442 W Yale St,,Orlando,FL,32804,Orange,28.568909,-81.401513,single_family,9892.0,Active,385000,2025-01-29T00:00:00.000Z,69,3.0,2.0,1117.0,1941.0,12.861001210669146
"2221-Valentine-Aly,-Orlando,-FL-32804","2221 Valentine Aly, Orlando, FL 32804",2221 Valentine Aly,,Orlando,FL,32804,Orange,28.568098,-81.412185,townhouse,1686.0,Active,699995,2025-02-05T00:00:00.000Z,62,3.0,2.0,2059.0,2024.0,13.4588298997235
"1222-Golfview-St,-Orlando,-FL-32804","1222 Golfview St, Orlando, FL 32804",1222 Golfview St,,Orlando,FL,32804,Orange,28.563527,-81.396653,single_family,8485.0,Active,545000,2025-02-07T00:00:00.000Z,60,3.0,2.0,1596.0,1948.0,13.208542908506082
"3334-N-Westmoreland-Dr,-Orlando,-FL-32804","3334 N Westmoreland Dr, Orlando, FL 32804",3334 N Westmoreland Dr,,Orlando,FL,32804,Orange,28.581606,-81.394465,single_family,11761.0,Active,774000,2025-02-07T00:00:00.000Z,60,5.0,3.0,2847.0,1970.0,13.559328444560693
"1523-Silver-Star-Rd,-Orlando,-FL-32804","1523 Silver Star Rd, Orlando, FL 32804",1523 Silver Star Rd,,Orlando,FL,32804,Orange,28.578479,-81.403216,single_family,6752.0,Active,325000,2025-02-10T00:00:00.000Z,57,2.0,1.0,858.0,1950.0,12.691583538230217
"4117-Fairview-Vista-Pt,-Apt-105,-Orlando,-FL-32804","4117 Fairview Vista Pt, Apt 105, Orlando, FL 32804",4117 Fairview Vista Pt,Apt 105,Orlando,FL,32804,Orange,28.58636,-81.408599,condo,7500.0,Active,236900,2025-02-11T00:00:00.000Z,56,2.0,2.0,1065.0,1980.0,12.375397611328344
"48-E-Par-St,-Orlando,-FL-32804","48 E Par St, Orlando, FL 32804",48 E Par St,,Orlando,FL,32804,Orange,28.581948,-81.377366,single_family,7201.0,Active,490000,2025-02-12T00:00:00.000Z,55,2.0,1.0,1169.0,1946.0,13.102162710901053
"1110-W-Ivanhoe-Blvd,-Apt-5,-Orlando,-FL-32804","1110 W Ivanhoe Blvd, Apt 5, Orlando, FL 32804",1110 W Ivanhoe Blvd,Apt 5,Orlando,FL,32804,Orange,28.560778,-81.383396,condo,28314.0,Active,885000,2025-02-11T00:00:00.000Z,56,3.0,2.0,3271.0,1990.0,13.69334405393293
"2923-Cornell-Ave,-Orlando,-FL-32804","2923 Cornell Ave, Orlando, FL 32804",2923 Cornell Ave,,Orlando,FL,32804,Orange,28.578177,-81.375724,multi-family,3849.0,Active,429000,2025-02-14T00:00:00.000Z,53,3.0,2.0,1644.0,1987.0,12.969214528909768
"2305-Edgewater-Dr,-Apt-1701,-Orlando,-FL-32804","2305 Edgewater Dr, Apt 1701, Orlando, FL 32804",2305 Edgewater Dr,Apt 1701,Orlando,FL,32804,Orange,28.572254,-81.388878,condo,66211.0,Active,935000,2025-02-17T00:00:00.000Z,50,3.0,2.0,2253.0,2006.0,13.74830287778897
"3011-Amherst-Ave,-Orlando,-FL-32804","3011 Amherst Ave, Orlando, FL 32804",3011 Amherst Ave,,Orlando,FL,32804,Orange,28.579004,-81.380753,single_family,7037.0,Active,1600000,2025-02-17T00:00:00.000Z,50,4.0,3.0,3007.0,2025.0,14.285514812209815
"2600-Musselwhite-Ave,-Orlando,-FL-32804","2600 Musselwhite Ave, Orlando, FL 32804",2600 Musselwhite Ave,,Orlando,FL,32804,Orange,28.57509,-81.378503,single_family,3885.0,Active,365000,2025-02-18T00:00:00.000Z,49,2.0,2.0,1027.0,1985.0,12.807655372286902
"4117-Fairview-Vista-Pt,-Apt-206,-Orlando,-FL-32804","4117 Fairview Vista Pt, Apt 206, Orlando, FL 32804",4117 Fairview Vista Pt,Apt 206,Orlando,FL,32804,Orange,28.586338,-81.408577,condo,271814.0,Active,220000,2025-02-18T00:00:00.000Z,49,2.0,2.0,1326.0,1980.0,12.301387370778713
"26-Backspin-Ln,-Orlando,-FL-32804","26 Backspin Ln, Orlando, FL 32804",26 Backspin Ln,,Orlando,FL,32804,Orange,28.583686,-81.379028,single_family,10454.0,Active,799000,2025-02-20T00:00:00.000Z,47,4.0,4.0,2495.0,1947.0,13.591117476312084
"85-Interlaken-Rd,-Orlando,-FL-32804","85 Interlaken Rd, Orlando, FL 32804",85 Interlaken Rd,,Orlando,FL,32804,Orange,28.589367,-81.402779,single_family,30056.0,Active,1890000,2025-02-21T00:00:00.000Z,46,4.0,2.0,1869.0,1954.0,14.452087916136215
"2909-Depauw-Ave,-Orlando,-FL-32804","2909 Depauw Ave, Orlando, FL 32804",2909 Depauw Ave,,Orlando,FL,32804,Orange,28.577953,-81.378947,single_family,7000.0,Active,545000,2025-02-22T00:00:00.000Z,45,3.0,3.0,1892.0,1952.0,13.208542908506082
"1632-Pinewood-Dr,-Orlando,-FL-32804","1632 Pinewood Dr, Orlando, FL 32804",1632 Pinewood Dr,,Orlando,FL,32804,Orange,28.578759,-81.404343,single_family,6245.0,Active,414900,2025-02-20T00:00:00.000Z,47,3.0,1.0,1264.0,1949.0,12.935795216537384
"501-Sheridan-Blvd,-Orlando,-FL-32804","501 Sheridan Blvd, Orlando, FL 32804",501 Sheridan Blvd,,Orlando,FL,32804,Orange,28.562847,-81.385812,single_family,4542.0,Active,649000,2025-02-22T00:00:00.000Z,45,4.0,2.0,1819.0,1927.0,13.38318953651709
"2305-Edgewater-Dr,-Apt-1403,-Orlando,-FL-32804","2305 Edgewater Dr, Apt 1403, Orlando, FL 32804",2305 Edgewater Dr,Apt 1403,Orlando,FL,32804,Orange,28.572328,-81.388909,condo,7500.0,Active,339000,2025-02-24T00:00:00.000Z,43,1.0,1.0,914.0,2006.0,12.733758336210744
"864-Naples-Dr,-Orlando,-FL-32804","864 Naples Dr, Orlando, FL 32804",864 Naples Dr,,Orlando,FL,32804,Orange,28.599929,-81.39355,single_family,8636.0,Active,399000,2025-02-24T00:00:00.000Z,43,4.0,2.0,1530.0,1958.0,12.896719202134523
"3104-Harrison-Ave,-Apt-11,-Orlando,-FL-32804","3104 Harrison Ave, Apt 11, Orlando, FL 32804",3104 Harrison Ave,Apt 11,Orlando,FL,32804,Orange,28.579645,-81.384881,townhouse,1240.0,Active,349000,2025-02-27T00:00:00.000Z,40,2.0,1.0,1200.0,1968.0,12.762830066509972
"1701-Clouser-Ave,-Orlando,-FL-32804","1701 Clouser Ave, Orlando, FL 32804",1701 Clouser Ave,,Orlando,FL,32804,Orange,28.566838,-81.391266,single_family,6741.0,Active,929000,2025-02-27T00:00:00.000Z,40,4.0,3.0,2444.0,1959.0,13.74186509422166
"806-Edgewater-Dr,-Orlando,-FL-32804","806 Edgewater Dr, Orlando, FL 32804",806 Edgewater Dr,,Orlando,FL,32804,Orange,28.555129,-81.388116,single_family,13068.0,Active,2950000,2025-03-01T00:00:00.000Z,38,4.0,3.0,5083.0,2025.0,14.897316067298997
"3206-Harrison-Ave,-Orlando,-FL-32804","3206 Harrison Ave, Orlando, FL 32804",3206 Harrison Ave,,Orlando,FL,32804,Orange,28.580545,-81.384344,single_family,13504.0,Active,1900000,2025-03-03T00:00:00.000Z,36,4.0,3.0,4111.0,2025.0,14.45736497045232
"4249-Kendrick-Rd,-Orlando,-FL-32804","4249 Kendrick Rd, Orlando, FL 32804",4249 Kendrick Rd,,Orlando,FL,32804,Orange,28.594574,-81.393075,single_family,9203.0,Active,475000,2025-03-03T00:00:00.000Z,36,3.0,2.0,1309.0,1953.0,13.07107218827772
"115-W-King-St,-Orlando,-FL-32804","115 W King St, Orlando, FL 32804",115 W King St,,Orlando,FL,32804,Orange,28.576859,-81.380818,single_family,7500.0,Active,475000,2025-03-03T00:00:00.000Z,36,3.0,2.0,1118.0,1961.0,13.07107218827772
"919-Timor-Ave,-Orlando,-FL-32804","919 Timor Ave, Orlando, FL 32804",919 Timor Ave,,Orlando,FL,32804,Orange,28.601378,-81.394744,single_family,6722.0,Active,309999,2025-03-03T00:00:00.000Z,36,2.0,1.0,1052.0,1957.0,12.644327576461329
"859-Neuse-Ave,-Orlando,-FL-32804","859 Neuse Ave, Orlando, FL 32804",859 Neuse Ave,,Orlando,FL,32804,Orange,28.603113,-81.393083,single_family,7000.0,Active,299999,2025-03-04T00:00:00.000Z,35,2.0,1.0,747.0,1953.0,12.611537753638338
"4452-Fairview-Ave,-Orlando,-FL-32804","4452 Fairview Ave, Orlando, FL 32804",4452 Fairview Ave,,Orlando,FL,32804,Orange,28.598562,-81.397768,single_family,21344.0,Active,779000,2025-03-05T00:00:00.000Z,34,5.0,3.0,3387.0,1925.0,13.565767608549109
"3519-Backspin-Ln,-Orlando,-FL-32804","3519 Backspin Ln, Orlando, FL 32804",3519 Backspin Ln,,Orlando,FL,32804,Orange,28.583812,-81.378524,single_family,7500.0,Active,415000,2025-03-04T00:00:00.000Z,35,3.0,1.0,891.0,1952.0,12.936036208848487
"524-W-Winter-Park-St,-Orlando,-FL-32804","524 W Winter Park St, Orlando, FL 32804",524 W Winter Park St,,Orlando,FL,32804,Orange,28.575053,-81.385918,single_family,7999.0,Active,544900,2025-03-05T00:00:00.000Z,34,4.0,3.0,1357.0,1949.0,13.208359405768626
"2504-Helen-Ave,-Orlando,-FL-32804","2504 Helen Ave, Orlando, FL 32804",2504 Helen Ave,,Orlando,FL,32804,Orange,28.574184,-81.383404,single_family,3484.0,Active,599000,2025-03-06T00:00:00.000Z,33,4.0,3.0,2015.0,1944.0,13.303018546545275
"1604-Roosevelt-Ave,-Orlando,-FL-32804","1604 Roosevelt Ave, Orlando, FL 32804",1604 Roosevelt Ave,,Orlando,FL,32804,Orange,28.577102,-81.403429,single_family,9792.0,Active,425000,2025-03-07T00:00:00.000Z,32,4.0,2.0,1664.0,1945.0,12.959846800844963
"204-E-Harvard-St,-Orlando,-FL-32804","204 E Harvard St, Orlando, FL 32804",204 E Harvard St,,Orlando,FL,32804,Orange,28.570202,-81.375035,single_family,6689.0,Active,535000,2025-03-08T00:00:00.000Z,31,3.0,2.0,1452.0,1948.0,13.190023895035274
"1018-Stetson-St,-Orlando,-FL-32804","1018 Stetson St, Orlando, FL 32804",1018 Stetson St,,Orlando,FL,32804,Orange,28.568079,-81.394287,single_family,6796.0,Active,1425000,2025-03-10T00:00:00.000Z,29,4.0,3.0,3036.0,2024.0,14.169683073439028
"1432-W-Yale-St,-Orlando,-FL-32804","1432 W Yale St, Orlando, FL 32804",1432 W Yale St,,Orlando,FL,32804,Orange,28.568914,-81.401095,single_family,8834.0,Active,519000,2025-03-12T00:00:00.000Z,27,4.0,2.0,1734.0,1941.0,13.159661088928443
"2211-Oberlin-Ave,-Orlando,-FL-32804","2211 Oberlin Ave, Orlando, FL 32804",2211 Oberlin Ave,,Orlando,FL,32804,Orange,28.571832,-81.38082,single_family,3140.0,Active,415000,2025-03-13T00:00:00.000Z,26,2.0,1.0,1031.0,1992.0,12.936036208848487
"2320-Amherst-Ave,-Orlando,-FL-32804","2320 Amherst Ave, Orlando, FL 32804",2320 Amherst Ave,,Orlando,FL,32804,Orange,28.572967,-81.380538,single_family,6832.0,Active,525000,2025-03-13T00:00:00.000Z,26,3.0,2.0,1131.0,1951.0,13.171155446333852
"3322-Helen-Ave,-Orlando,-FL-32804","3322 Helen Ave, Orlando, FL 32804",3322 Helen Ave,,Orlando,FL,32804,Orange,28.58168,-81.383178,single_family,8942.0,Active,1749900,2025-03-13T00:00:00.000Z,26,4.0,3.0,3639.0,2020.0,14.375069772870901
"2107-University-Dr,-Orlando,-FL-32804","2107 University Dr, Orlando, FL 32804",2107 University Dr,,Orlando,FL,32804,Orange,28.570698,-81.385464,single_family,6316.0,Active,510000,2025-03-14T00:00:00.000Z,25,3.0,3.0,1420.0,1941.0,13.1421679654829
"801-Silver-Dr,-Orlando,-FL-32804","801 Silver Dr, Orlando, FL 32804",801 Silver Dr,,Orlando,FL,32804,Orange,28.57824,-81.390521,single_family,17424.0,Active,789000,2025-03-15T00:00:00.000Z,24,4.0,3.0,2443.0,1949.0,13.578522867254332
"555-Peachtree-Rd,-Orlando,-FL-32804","555 Peachtree Rd, Orlando, FL 32804",555 Peachtree Rd,,Orlando,FL,32804,Orange,28.553779,-81.38741,single_family,5612.0,Active,998999,2025-03-17T00:00:00.000Z,22,4.0,3.0,2789.0,2016.0,13.81451005763069
"378-Lakeview-St,-Orlando,-FL-32804","378 Lakeview St, Orlando, FL 32804",378 Lakeview St,,Orlando,FL,32804,Orange,28.559286,-81.384143,townhouse,1361.0,Active,439000,2025-03-18T00:00:00.000Z,21,3.0,2.0,1757.0,1975.0,12.992256969959042
"1519-N-Westmoreland-Dr,-Orlando,-FL-32804","1519 N Westmoreland Dr, Orlando, FL 32804",1519 N Westmoreland Dr,,Orlando,FL,32804,Orange,28.565456,-81.393183,single_family,10019.0,Active,899900,2025-03-20T00:00:00.000Z,19,3.0,2.0,2689.0,1950.0,13.710040036256004
"1115-Naples-Dr,-Orlando,-FL-32804","1115 Naples Dr, Orlando, FL 32804",1115 Naples Dr,,Orlando,FL,32804,Orange,28.600494,-81.396351,single_family,6421.0,Active,395000,2025-03-23T00:00:00.000Z,16,3.0,2.0,1276.0,1996.0,12.886643575525625
"3000-Amherst-Ave,-Orlando,-FL-32804","3000 Amherst Ave, Orlando, FL 32804",3000 Amherst Ave,,Orlando,FL,32804,Orange,28.578614,-81.381112,single_family,6201.0,Active,525000,2025-03-25T00:00:00.000Z,14,3.0,1.0,1308.0,1952.0,13.171155446333852
"4321-Summer-Ln,-Orlando,-FL-32804","4321 Summer Ln, Orlando, FL 32804",4321 Summer Ln,,Orlando,FL,32804,Orange,28.594946,-81.397811,single_family,10454.0,Active,443000,2025-03-26T00:00:00.000Z,13,3.0,2.0,1479.0,1954.0,13.001327306361068
