id,formattedaddress,addressline1,addressline2,city,state,zipcode,county,latitude,longitude,propertytype,lotsize,status,price,listeddate,daysonmarket,bedrooms,bathrooms,squarefootage,yearbuilt,log_price
"2219-W-Pine-St,-Orlando,-FL-32805","2219 W Pine St, Orlando, FL 32805",2219 W Pine St,,Orlando,FL,32805,Orange,28.541278,-81.410409,single_family,7500.0,Active,175000,2025-02-07T00:00:00.000Z,60,3.0,1.0,960.0,1957.0,12.07254696717504
"2761-L-B-Mcleod-Rd,-Apt-A,-Orlando,-FL-32805","2761 L B Mcleod Rd, Apt A, Orlando, FL 32805",2761 L B Mcleod Rd,Apt A,Orlando,FL,32805,Orange,28.511065,-81.412033,condo,4227.0,Active,99500,2025-02-13T00:00:00.000Z,54,2.0,1.0,992.0,1973.0,11.507922973347437
"1015-25th-St,-Orlando,-FL-32805","1015 25th St, Orlando, FL 32805",1015 25th St,,Orlando,FL,32805,Orange,28.516714,-81.393832,single_family,6740.0,Active,376000,2025-02-13T00:00:00.000Z,54,3.0,2.0,1582.0,2025.0,12.837347081942964
"608-Grand-St,-Orlando,-FL-32805","608 Grand St, Orlando, FL 32805",608 Grand St,,Orlando,FL,32805,Orange,28.526264,-81.387191,single_family,5570.0,Active,275000,2025-02-17T00:00:00.000Z,50,4.0,2.0,1237.0,1926.0,12.524530013005734
"1017-Randall-St,-Orlando,-FL-32805","1017 Randall St, Orlando, FL 32805",1017 Randall St,,Orlando,FL,32805,Orange,28.537262,-81.393831,single_family,3633.0,Active,398000,2025-02-19T00:00:00.000Z,48,3.0,2.0,1341.0,2025.0,12.894209796826232
"1029-Colyer-St,-Orlando,-FL-32805","1029 Colyer St, Orlando, FL 32805",1029 Colyer St,,Orlando,FL,32805,Orange,28.537856,-81.394244,single_family,3485.0,Active,275000,2025-02-23T00:00:00.000Z,44,4.0,1.0,1253.0,1930.0,12.524530013005734
"1606-26th-St,-Orlando,-FL-32805","1606 26th St, Orlando, FL 32805",1606 26th St,,Orlando,FL,32805,Orange,28.515335,-81.401698,single_family,7650.0,Active,210000,2025-02-24T00:00:00.000Z,43,3.0,2.0,1064.0,1959.0,12.25486757159303
"1811-S-Westmoreland-Dr,-Orlando,-FL-32805","1811 S Westmoreland Dr, Orlando, FL 32805",1811 S Westmoreland Dr,,Orlando,FL,32805,Orange,28.522116,-81.392678,single_family,8988.0,Active,184990,2025-03-05T00:00:00.000Z,34,2.0,1.0,1186.0,1930.0,12.128062454228429
"1803-S-Westmoreland-Dr,-Orlando,-FL-32805","1803 S Westmoreland Dr, Orlando, FL 32805",1803 S Westmoreland Dr,,Orlando,FL,32805,Orange,28.522301,-81.392679,single_family,4494.0,Active,155990,2025-03-05T00:00:00.000Z,34,2.0,1.0,767.0,1925.0,11.957553592259716
"2751-L-B-Mcleod-Rd,---2751,-Orlando,-FL-32805","2751 L B Mcleod Rd, # 2751, Orlando, FL 32805",2751 L B Mcleod Rd,# 2751,Orlando,FL,32805,Orange,28.510594,-81.411704,condo,7086.0,Active,149900,2025-03-10T00:00:00.000Z,29,3.0,2.0,1338.0,1973.0,11.917730355182513
"1505-25th-St,-Orlando,-FL-32805","1505 25th St, Orlando, FL 32805",1505 25th St,,Orlando,FL,32805,Orange,28.516538,-81.400555,single_family,6743.0,Active,389900,2025-03-14T00:00:00.000Z,25,3.0,2.0,1676.0,2025.0,12.873648139727594
"1817-W-Grant-St,-Orlando,-FL-32805","1817 W Grant St, Orlando, FL 32805",1817 W Grant St,,Orlando,FL,32805,Orange,28.516467,-81.405481,single_family,8519.0,Active,319900,2025-03-18T00:00:00.000Z,21,3.0,2.0,1608.0,1961.0,12.675766851909591
"1449-Monte-Carlo-Trl,-Orlando,-FL-32805","1449 Monte Carlo Trl, Orlando, FL 32805",1449 Monte Carlo Trl,,Orlando,FL,32805,Orange,28.529319,-81.400761,single_family,4144.0,Active,374990,2025-03-18T00:00:00.000Z,21,3.0,2.0,1428.0,2024.0,12.834657304664542
"912-Citrus-St,-Orlando,-FL-32805","912 Citrus St, Orlando, FL 32805",912 Citrus St,,Orlando,FL,32805,Orange,28.529107,-81.392003,single_family,5899.0,Active,305000,2025-03-20T00:00:00.000Z,19,3.0,2.0,1384.0,1956.0,12.628070334272698
"613-20th-St,-Orlando,-FL-32805","613 20th St, Orlando, FL 32805",613 20th St,,Orlando,FL,32805,Orange,28.52132,-81.387302,single_family,8470.0,Active,280000,2025-03-21T00:00:00.000Z,18,3.0,2.0,1128.0,1951.0,12.54254845357358
"2601-Windward-Ct,-Orlando,-FL-32805","2601 Windward Ct, Orlando, FL 32805",2601 Windward Ct,,Orlando,FL,32805,Orange,28.515361,-81.413684,single_family,10000.0,Active,599990,2025-03-24T00:00:00.000Z,15,4.0,2.0,1789.0,1959.0,13.304669934085782
"931-26th-St,-Orlando,-FL-32805","931 26th St, Orlando, FL 32805",931 26th St,,Orlando,FL,32805,Orange,28.515823,-81.392547,single_family,6755.0,Active,170000,2025-03-25T00:00:00.000Z,14,2.0,1.0,985.0,1943.0,12.04355959836804
"2787-L-B-Mcleod-Rd,-Apt-A,-Orlando,-FL-32805","2787 L B Mcleod Rd, Apt A, Orlando, FL 32805",2787 L B Mcleod Rd,Apt A,Orlando,FL,32805,Orange,28.510573,-81.412317,condo,2943.0,Active,109000,2025-03-28T00:00:00.000Z,11,1.0,1.0,780.0,1973.0,11.599112335481124
"925-19th-St,-Orlando,-FL-32805","925 19th St, Orlando, FL 32805",925 19th St,,Orlando,FL,32805,Orange,28.522118,-81.392445,multi-family,6741.0,Active,299990,2025-03-29T00:00:00.000Z,10,4.0,2.0,1394.0,1950.0,12.611507753188329
"3515-W-Jefferson-St,-Orlando,-FL-32805","3515 W Jefferson St, Orlando, FL 32805",3515 W Jefferson St,,Orlando,FL,32805,Orange,28.544655,-81.420823,single_family,6888.0,Active,467000,2025-03-29T00:00:00.000Z,10,4.0,2.0,1614.0,2025.0,13.054086677976365
"1630-S-Rio-Grande-Ave,-Orlando,-FL-32805","1630 S Rio Grande Ave, Orlando, FL 32805",1630 S Rio Grande Ave,,Orlando,FL,32805,Orange,28.523892,-81.401501,single_family,6000.0,Active,149900,2025-04-02T00:00:00.000Z,6,4.0,3.0,1467.0,1954.0,11.917730355182513
"36-Pershing-Pl,-Orlando,-FL-32805","36 Pershing Pl, Orlando, FL 32805",36 Pershing Pl,,Orlando,FL,32805,Orange,28.543225,-81.39469,single_family,7495.0,Active,215000,2025-04-02T00:00:00.000Z,6,6.0,3.5,1120.0,1925.0,12.278397958261774
"625-Citrus-St,-Orlando,-FL-32805","625 Citrus St, Orlando, FL 32805",625 Citrus St,,Orlando,FL,32805,Orange,28.529728,-81.388425,single_family,5409.0,Active,185000,2025-04-02T00:00:00.000Z,6,2.0,1.0,816.0,1930.0,12.128116509451258
"616-Conroy-St,-Orlando,-FL-32805","616 Conroy St, Orlando, FL 32805",616 Conroy St,,Orlando,FL,32805,Orange,28.524365,-81.387503,single_family,8653.0,Active,250000,2025-04-03T00:00:00.000Z,5,2.0,1.0,912.0,1956.0,12.429220196836383
"1610-S-Orange-Blossom-Trl,-Unit-38,-Orlando,-FL-32805","1610 S Orange Blossom Trl, Unit 38, Orlando, FL 32805",1610 S Orange Blossom Trl,Unit 38,Orlando,FL,32805,Orange,28.52416,-81.398193,manufactured,7336.5,Active,30000,2025-04-03T00:00:00.000Z,5,2.0,1.0,800.0,1959.0,10.308985993422082
"1025-Colyer-St,---A--B,-Orlando,-FL-32805","1025 Colyer St, # A /B, Orlando, FL 32805",1025 Colyer St,# A /B,Orlando,FL,32805,Orange,28.537849,-81.39418,multi-family,3430.0,Active,375000,2025-04-03T00:00:00.000Z,5,0.0,2.0,1200.0,1961.0,12.834683971615659
"3042-Herold-Dr,-Orlando,-FL-32805","3042 Herold Dr, Orlando, FL 32805",3042 Herold Dr,,Orlando,FL,32805,Orange,28.536803,-81.415893,single_family,7993.0,Active,415000,2025-04-04T00:00:00.000Z,4,4.0,2.0,1622.0,2025.0,12.936036208848487
"1905-S-Westmoreland-Dr,-Orlando,-FL-32805","1905 S Westmoreland Dr, Orlando, FL 32805",1905 S Westmoreland Dr,,Orlando,FL,32805,Orange,28.521518,-81.39265,single_family,5169.0,Active,185000,2025-04-04T00:00:00.000Z,4,2.0,1.0,850.0,1950.0,12.128116509451258
"815-Mcfall-Ave,-Orlando,-FL-32805","815 Mcfall Ave, Orlando, FL 32805",815 Mcfall Ave,,Orlando,FL,32805,Orange,28.53237,-81.389476,single_family,4006.0,Active,349990,2025-04-04T00:00:00.000Z,4,3.0,2.0,1392.0,2007.0,12.765662718849264
"532-Madison-Ave,-Orlando,-FL-32805","532 Madison Ave, Orlando, FL 32805",532 Madison Ave,,Orlando,FL,32805,Orange,28.55079,-81.399779,single_family,12197.0,Active,385000,2025-04-05T00:00:00.000Z,3,4.0,2.0,1960.0,1957.0,12.861001210669146
"1621-W-Grant-St,-Orlando,-FL-32805","1621 W Grant St, Orlando, FL 32805",1621 W Grant St,,Orlando,FL,32805,Orange,28.516499,-81.402707,single_family,7692.0,Inactive,289800,2024-10-13T00:00:00.000Z,174,3.0,1.0,1320.0,1959.0,12.57694975951839
"3408-Lewis-Ct,-Orlando,-FL-32805","3408 Lewis Ct, Orlando, FL 32805",3408 Lewis Ct,,Orlando,FL,32805,Orange,28.527942,-81.419369,single_family,16988.0,Inactive,179900,2025-01-13T00:00:00.000Z,82,2.0,1.0,824.0,1952.0,12.100161978566867
"805-801-18th-St,-Orlando,-FL-32805","805-801 18th St, Orlando, FL 32805",805-801 18th St,,Orlando,FL,32805,Orange,28.523079,-81.391075,multi-family,6740.0,Inactive,339900,2025-01-22T00:00:00.000Z,73,4.0,2.0,1700.0,1958.0,12.736409677721657
"1805-Riley-Ave,-Orlando,-FL-32805","1805 Riley Ave, Orlando, FL 32805",1805 Riley Ave,,Orlando,FL,32805,Orange,28.521285,-81.422123,single_family,9798.0,Inactive,169900,2025-02-25T00:00:00.000Z,39,2.0,1.0,720.0,1954.0,12.042971193457888
"811-Colyer-St,-Orlando,-FL-32805","811 Colyer St, Orlando, FL 32805",811 Colyer St,,Orlando,FL,32805,Orange,28.537843,-81.391563,single_family,3975.0,Inactive,79000,2025-03-18T00:00:00.000Z,18,2.0,1.0,860.0,1925.0,11.277215789596893
"1014-24th-St,-Orlando,-FL-32805","1014 24th St, Orlando, FL 32805",1014 24th St,,Orlando,FL,32805,Orange,28.517085,-81.393835,single_family,6744.0,Inactive,160000,2025-02-21T00:00:00.000Z,42,3.0,1.0,1004.0,1947.0,11.982935344196433
"616-20th-St,-Orlando,-FL-32805","616 20th St, Orlando, FL 32805",616 20th St,,Orlando,FL,32805,Orange,28.52078,-81.387494,single_family,8443.0,Inactive,299000,2024-12-18T00:00:00.000Z,106,3.0,2.0,1263.0,1951.0,12.608202196848836
"1007-Colyer-St,-Orlando,-FL-32805","1007 Colyer St, Orlando, FL 32805",1007 Colyer St,,Orlando,FL,32805,Orange,28.537834,-81.393465,single_family,3452.0,Inactive,349900,2025-02-13T00:00:00.000Z,48,3.0,2.0,1178.0,2025.0,12.765405536311112
"544-Eartha-Ln,-Orlando,-FL-32805","544 Eartha Ln, Orlando, FL 32805",544 Eartha Ln,,Orlando,FL,32805,Orange,28.534752,-81.417378,single_family,8449.0,Inactive,259500,2025-03-20T00:00:00.000Z,13,3.0,2.0,1112.0,1961.0,12.466515835145202
"2026-W-Jackson-St,-Orlando,-FL-32805","2026 W Jackson St, Orlando, FL 32805",2026 W Jackson St,,Orlando,FL,32805,Orange,28.538972,-81.406569,single_family,7002.0,Inactive,130000,2025-03-29T00:00:00.000Z,4,3.0,1.0,1224.0,1925.0,11.775297421715827
"612-W-Miller-St,-Orlando,-FL-32805","612 W Miller St, Orlando, FL 32805",612 W Miller St,,Orlando,FL,32805,Orange,28.523509,-81.387368,single_family,6849.0,Inactive,268000,2024-09-19T00:00:00.000Z,193,3.0,2.0,1209.0,1956.0,12.498745990829315
"544-S-Cottage-Hill-Rd,-Orlando,-FL-32805","544 S Cottage Hill Rd, Orlando, FL 32805",544 S Cottage Hill Rd,,Orlando,FL,32805,Orange,28.534771,-81.416507,single_family,8839.0,Inactive,244900,2024-10-07T00:00:00.000Z,175,3.0,2.0,920.0,1961.0,12.408609326231229
"718-31st-St,-Orlando,-FL-32805","718 31st St, Orlando, FL 32805",718 31st St,,Orlando,FL,32805,Orange,28.510725,-81.390213,single_family,13504.0,Inactive,325000,2025-03-21T00:00:00.000Z,10,2.0,1.0,1360.0,1943.0,12.691583538230217
"1475-Lowrie-Ave,-Orlando,-FL-32805","1475 Lowrie Ave, Orlando, FL 32805",1475 Lowrie Ave,,Orlando,FL,32805,Orange,28.52405,-81.402623,single_family,6000.0,Inactive,375000,2025-03-25T00:00:00.000Z,6,4.0,2.0,1708.0,1954.0,12.834683971615659
"2913-W-Amelia-St,-Orlando,-FL-32805","2913 W Amelia St, Orlando, FL 32805",2913 W Amelia St,,Orlando,FL,32805,Orange,28.54934,-81.41645,single_family,6098.0,Inactive,235000,2025-01-30T00:00:00.000Z,59,3.0,1.0,1073.0,1958.0,12.367345048436391
"1030-Federal-St,-Orlando,-FL-32805","1030 Federal St, Orlando, FL 32805",1030 Federal St,,Orlando,FL,32805,Orange,28.548077,-81.394776,multi-family,13068.0,Inactive,299000,2025-01-17T00:00:00.000Z,71,4.0,2.0,1404.0,1949.0,12.608202196848836
"755-America-St,-Orlando,-FL-32805","755 America St, Orlando, FL 32805",755 America St,,Orlando,FL,32805,Orange,28.534236,-81.39105,multi-family,6301.0,Inactive,235000,2025-01-29T00:00:00.000Z,59,4.0,2.0,1386.0,1965.0,12.367345048436391
"2035-W-Gore-St,-Orlando,-FL-32805","2035 W Gore St, Orlando, FL 32805",2035 W Gore St,,Orlando,FL,32805,Orange,28.531299,-81.406865,single_family,8815.0,Inactive,220000,2025-01-31T00:00:00.000Z,56,2.0,1.0,1211.0,1962.0,12.301387370778713
"3935-Wells-St,-Orlando,-FL-32805","3935 Wells St, Orlando, FL 32805",3935 Wells St,,Orlando,FL,32805,Orange,28.522181,-81.425563,single_family,6998.0,Inactive,279900,2024-12-28T00:00:00.000Z,89,4.0,2.0,1170.0,1954.0,12.5421912482017
"2206-W-Pine-St,-Orlando,-FL-32805","2206 W Pine St, Orlando, FL 32805",2206 W Pine St,,Orlando,FL,32805,Orange,28.540706,-81.410097,single_family,8250.0,Inactive,315000,2025-02-22T00:00:00.000Z,33,3.0,2.0,1279.0,2024.0,12.660331092405906
"217-Lionel-Ave,-Orlando,-FL-32805","217 Lionel Ave, Orlando, FL 32805",217 Lionel Ave,,Orlando,FL,32805,Orange,28.540335,-81.416533,single_family,7809.0,Inactive,285000,2024-09-26T00:00:00.000Z,181,4.0,2.0,1520.0,1965.0,12.560247968016562
"3811-Wilts-St,-Orlando,-FL-32805","3811 Wilts St, Orlando, FL 32805",3811 Wilts St,,Orlando,FL,32805,Orange,28.524409,-81.423322,single_family,14810.0,Inactive,90000,2025-03-20T00:00:00.000Z,6,2.0,1.0,720.0,1956.0,11.407576060361786
"618-S-Lakeland-Ave,-Orlando,-FL-32805","618 S Lakeland Ave, Orlando, FL 32805",618 S Lakeland Ave,,Orlando,FL,32805,Orange,28.534869,-81.406738,single_family,6991.0,Inactive,240000,2024-05-24T00:00:00.000Z,305,2.0,1.0,725.0,1956.0,12.388398368982115
"720-19th-St,-Orlando,-FL-32805","720 19th St, Orlando, FL 32805",720 19th St,,Orlando,FL,32805,Orange,28.521661,-81.390388,single_family,6742.0,Inactive,325000,2024-07-23T00:00:00.000Z,243,3.0,2.0,1188.0,2022.0,12.691583538230217
"709-Jernigan-Ave,-Orlando,-FL-32805","709 Jernigan Ave, Orlando, FL 32805",709 Jernigan Ave,,Orlando,FL,32805,Orange,28.534313,-81.391775,single_family,2987.0,Inactive,209000,2024-11-04T00:00:00.000Z,138,3.0,1.0,1100.0,1933.0,12.250094315624496
"301-N-Westmoreland-Dr,-Orlando,-FL-32805","301 N Westmoreland Dr, Orlando, FL 32805",301 N Westmoreland Dr,,Orlando,FL,32805,Orange,28.545919,-81.392916,single_family,4786.0,Inactive,175000,2024-10-14T00:00:00.000Z,157,3.0,1.0,1056.0,1995.0,12.07254696717504
"342-N-Westmoreland-Dr,-Orlando,-FL-32805","342 N Westmoreland Dr, Orlando, FL 32805",342 N Westmoreland Dr,,Orlando,FL,32805,Orange,28.547346,-81.393517,single_family,6132.0,Inactive,239999,2025-01-20T00:00:00.000Z,59,3.0,2.0,1369.0,2002.0,12.388394202324129
"1624-Grand-St,-Orlando,-FL-32805","1624 Grand St, Orlando, FL 32805",1624 Grand St,,Orlando,FL,32805,Orange,28.526129,-81.402487,single_family,8323.0,Inactive,179900,2024-02-15T00:00:00.000Z,398,4.0,2.0,1590.0,1955.0,12.100161978566867
"635-Kittredge-Dr,-Orlando,-FL-32805","635 Kittredge Dr, Orlando, FL 32805",635 Kittredge Dr,,Orlando,FL,32805,Orange,28.552334,-81.4023,single_family,10948.0,Inactive,413900,2025-01-25T00:00:00.000Z,53,3.0,2.0,1560.0,1953.0,12.933382093776428
"1011-26th-St,-Orlando,-FL-32805","1011 26th St, Orlando, FL 32805",1011 26th St,,Orlando,FL,32805,Orange,28.515813,-81.393396,single_family,10019.0,Inactive,185000,2025-03-11T00:00:00.000Z,8,3.0,2.0,1152.0,1941.0,12.128116509451258
"3524-Hage-Way,-Orlando,-FL-32805","3524 Hage Way, Orlando, FL 32805",3524 Hage Way,,Orlando,FL,32805,Orange,28.520534,-81.420126,single_family,9508.0,Inactive,229000,2024-11-16T00:00:00.000Z,122,3.0,2.0,1887.0,1962.0,12.34148164933907
"1019-W-Jefferson-St,-Orlando,-FL-32805","1019 W Jefferson St, Orlando, FL 32805",1019 W Jefferson St,,Orlando,FL,32805,Orange,28.545146,-81.394047,single_family,4795.0,Inactive,229900,2024-11-22T00:00:00.000Z,116,3.0,2.0,1247.0,1938.0,12.345404060459082
